Height,Weight,Overall,pozicija
6'0,170,69,B
5'6,132,69,V
5'9,141,69,V
6'0,165,69,B
6'1,198,69,N
5'9,157,69,V
6'1,194,69,B
5'9,168,69,V
6'1,179,69,N
6'1,179,69,B
5'11,181,69,N
6'3,190,69,B
6'0,170,69,V
5'11,168,69,N
6'0,179,69,V
5'10,159,69,B
6'2,161,69,V
6'3,198,69,N
6'0,183,69,B
5'9,154,69,V
6'2,168,69,V
6'2,187,69,B
5'7,161,69,B
5'11,174,69,N
6'1,165,69,N
5'10,170,69,N
5'11,163,69,V
5'11,176,69,V
5'9,146,69,B
5'10,157,69,N
5'8,139,69,V
6'2,183,69,B
5'10,170,69,V
5'10,170,69,N
6'4,190,69,B
6'2,187,69,B
6'2,194,69,B
5'8,154,69,V
5'10,172,69,V
5'7,161,69,B
5'7,150,69,N
6'0,176,69,V
5'6,132,69,V
6'0,172,69,V
6'1,170,69,B
5'10,159,69,V
5'6,141,69,V
5'10,159,69,B
6'2,174,69,V
6'1,179,69,N
5'9,163,69,V
5'7,154,69,B
6'2,181,69,B
6'0,165,69,V
5'11,172,69,N
6'0,165,69,B
5'10,168,69,B
6'2,179,69,V
6'0,165,69,V
5'10,165,69,B
6'1,174,69,V
6'2,150,69,N
6'0,185,69,B
6'0,179,69,V
6'4,196,69,B
5'9,141,69,V
5'9,161,69,V
6'0,165,69,V
6'0,165,69,V
5'11,161,69,V
6'1,172,69,V
5'8,148,69,V
5'10,154,69,V
5'10,163,69,V
5'10,168,69,B
5'10,154,69,B
6'3,192,69,B
5'5,159,69,B
6'1,194,69,B
6'3,194,69,V
6'2,170,69,B
5'6,139,69,N
6'1,181,69,N
5'8,154,69,V
5'11,172,69,N
6'2,179,69,N
5'9,141,69,V
5'8,157,69,V
5'11,165,69,V
6'0,157,69,V
5'9,154,69,V
5'10,165,69,V
6'4,198,69,N
6'0,183,69,N
6'1,159,69,B
6'0,161,69,B
5'6,141,69,N
6'0,172,69,N
6'1,176,69,B
5'5,132,69,V
5'8,159,69,V
6'0,172,69,B
5'10,170,69,V
5'8,152,69,V
5'7,168,69,V
6'3,187,69,N
6'3,194,69,B
5'10,165,69,N
5'9,161,69,V
6'0,174,69,B
5'9,154,69,B
5'9,143,69,V
6'1,170,69,V
5'7,141,69,N
6'0,165,69,B
5'9,154,69,B
6'0,176,69,V
6'1,176,69,B
6'0,172,69,B
6'1,185,69,V
6'2,179,69,V
6'1,148,69,N
5'9,146,69,V
6'4,185,69,B
6'4,198,69,V
6'0,161,69,N
6'0,203,69,B
6'2,183,69,B
6'4,194,69,B
5'8,141,69,V
5'10,154,69,B
5'8,150,69,B
6'2,165,69,V
5'10,143,69,V
5'9,150,69,V
6'2,187,69,B
6'0,163,69,B
6'1,170,69,V
5'6,139,69,V
6'2,170,69,B
6'2,181,69,B
5'10,168,69,B
6'0,165,69,B
6'1,172,69,N
6'1,170,69,V
5'8,165,69,V
5'11,163,69,V
5'10,165,69,V
6'1,154,69,B
6'0,174,69,V
5'9,141,69,B
5'10,181,69,N
6'0,154,69,B
6'1,146,69,V
6'2,190,69,B
5'10,161,69,B
5'11,174,69,B
5'6,159,69,N
5'10,163,69,V
5'9,168,69,V
5'9,154,69,N
5'6,148,69,B
6'2,176,69,N
5'10,159,69,V
6'2,194,69,N
6'4,187,69,B
5'7,132,69,N
6'0,170,69,B
6'2,181,69,N
6'1,163,69,V
5'7,130,69,N
6'0,163,69,B
5'9,154,69,N
5'10,165,69,V
6'0,170,69,B
6'0,181,69,V
5'9,154,69,V
6'3,179,69,V
6'0,165,69,B
6'5,201,69,B
6'1,174,69,N
6'3,187,69,B
6'0,172,69,N
5'9,157,69,B
5'10,161,69,V
6'3,183,69,V
5'9,176,69,V
6'0,179,69,B
6'2,196,69,B
5'7,170,69,B
5'10,143,69,V
5'9,161,69,B
6'3,187,69,B
5'11,174,69,V
5'6,143,69,V
5'10,161,69,B
5'11,159,69,V
6'2,187,69,B
5'11,165,69,V
5'9,143,69,V
6'1,181,69,N
5'11,157,69,V
5'10,161,69,V
6'0,172,69,V
5'9,161,69,V
5'9,146,69,V
5'11,159,69,N
6'2,165,69,N
5'10,165,69,B
5'10,165,69,B
5'5,148,69,B
5'9,165,69,V
5'11,161,69,V
6'0,172,69,N
6'0,179,69,N
6'0,187,69,N
5'9,165,69,V
5'10,176,69,V
6'2,172,69,B
5'11,168,69,V
6'1,159,69,V
6'0,161,69,B
5'11,165,69,B
6'1,183,69,V
6'1,170,69,N
5'11,161,69,V
5'9,174,69,N
5'9,154,69,V
6'0,172,69,N
6'0,148,69,N
5'11,174,69,V
6'1,154,69,N
5'9,143,69,B
6'0,152,69,V
5'7,161,69,V
6'0,181,69,B
6'2,172,69,N
5'7,146,69,N
5'11,143,69,N
5'7,157,69,V
6'1,172,69,V
6'2,185,69,N
6'2,154,69,B
6'0,176,69,V
6'2,181,69,B
6'0,163,69,B
5'9,165,69,V
5'9,154,69,B
6'1,179,69,V
5'10,163,69,V
5'7,152,69,B
5'9,157,69,V
5'10,172,69,V
6'5,203,69,N
6'0,181,69,V
5'9,157,69,B
6'4,176,69,V
6'2,174,69,N
6'4,207,69,B
5'7,148,69,V
5'11,168,69,V
5'11,170,69,V
6'2,187,69,N
5'8,163,69,V
6'1,181,69,V
5'10,152,69,B
5'11,179,69,B
6'1,176,69,B
5'10,150,69,V
6'0,183,69,B
5'5,143,69,V
5'7,123,69,V
5'11,161,69,V
6'3,176,69,B
5'11,159,69,V
5'8,146,69,N
5'10,181,69,V
6'5,194,69,N
6'0,168,69,N
5'10,174,69,N
5'6,143,69,V
6'3,165,69,N
5'8,157,69,B
6'0,172,69,B
5'10,154,69,N
5'6,146,69,V
5'9,157,69,V
6'0,168,69,V
5'6,137,69,V
5'10,157,69,B
5'11,154,69,N
5'11,168,69,V
5'11,159,69,N
5'9,143,69,V
6'2,174,69,B
5'8,148,69,N
6'1,174,69,V
6'1,170,69,B
6'1,198,69,V
5'10,159,69,N
6'2,190,69,V
5'8,157,69,B
6'3,170,69,B
6'2,185,69,N
5'6,154,69,N
6'1,165,69,B
5'6,132,69,V
5'10,163,69,V
6'2,181,69,B
5'8,150,69,V
5'10,172,69,V
5'11,168,69,V
5'6,159,69,N
5'11,185,69,N
6'2,176,69,B
6'0,185,69,V
6'4,194,69,B
5'11,179,69,N
5'10,152,69,N
5'10,168,69,N
6'3,183,69,N
6'3,179,69,B
5'10,157,69,B
6'0,168,69,B
5'10,157,69,V
6'0,152,69,V
6'1,168,69,N
6'5,203,69,B
5'10,174,69,N
6'0,154,69,B
5'10,150,69,V
6'2,170,69,V
6'2,176,69,N
5'9,154,69,B
6'0,170,69,V
5'9,165,69,V
6'0,185,69,B
5'9,157,69,B
6'1,181,69,N
5'8,150,69,V
5'7,146,69,V
5'8,154,69,N
6'2,176,69,B
5'7,154,69,V
5'6,148,69,V
5'9,165,69,B
6'3,187,69,V
5'10,168,69,V
5'10,157,69,N
6'4,194,69,B
5'11,143,69,B
5'9,146,69,B
6'1,152,69,B
5'7,161,69,B
5'7,157,69,V
5'10,163,69,B
6'3,185,69,B
6'2,190,69,V
6'3,187,69,B
6'0,168,69,V
5'10,159,69,N
5'10,159,69,V
6'0,176,69,V
6'0,150,69,V
6'0,176,69,N
6'0,168,69,V
5'10,161,69,V
5'7,143,69,B
5'10,172,69,B
6'1,165,69,B
6'1,161,69,N
5'8,152,69,V
6'1,183,69,B
5'10,163,69,B
6'2,181,69,B
6'1,176,69,N
6'0,165,69,V
6'3,185,69,B
6'0,176,69,B
6'2,163,69,B
5'8,141,69,N
5'6,141,69,B
5'9,150,69,V
5'10,143,69,V
6'0,146,69,N
5'9,161,69,V
5'10,163,69,N
6'0,172,69,N
6'1,170,69,B
6'3,172,69,N
6'1,176,69,B
5'10,170,69,N
6'0,165,69,V
5'9,152,69,N
5'10,165,69,B
5'10,168,69,V
6'0,165,69,V
6'5,205,69,N
6'0,161,69,N
5'8,154,69,B
6'0,159,69,B
5'11,161,69,B
5'7,161,69,N
5'10,165,69,N
5'10,154,69,V
5'1,128,69,V
6'3,185,69,B
6'1,170,69,N
6'0,172,69,B
6'3,185,69,B
6'2,185,69,N
6'0,172,69,B
5'4,139,69,V
5'10,159,69,N
6'3,183,69,B
6'4,194,69,V
6'1,170,69,V
5'11,161,69,V
6'2,187,69,B
5'11,168,69,N
5'6,152,69,B
6'3,172,69,B
5'7,163,69,B
6'0,161,69,V
6'1,161,69,V
6'0,154,69,V
5'6,137,69,V
5'10,150,69,B
5'10,176,69,N
5'9,150,69,N
5'7,150,69,N
5'8,143,69,B
6'2,176,69,B
6'0,168,69,B
6'2,168,69,B
6'1,181,69,B
6'4,183,69,B
6'2,194,69,B
6'0,165,69,N
6'2,170,69,B
6'0,174,69,B
5'7,157,69,V
5'9,152,69,B
5'8,132,69,V
5'10,161,69,B
5'10,161,69,V
6'0,172,69,B
6'1,159,69,B
6'0,172,69,B
5'9,154,69,B
5'9,174,69,N
5'11,154,69,V
6'1,179,69,V
5'9,154,69,V
5'7,137,69,V
6'1,170,69,B
6'0,170,69,V
6'1,174,69,B
5'11,165,69,V
6'1,159,69,B
6'1,187,69,N
5'10,168,69,N
5'11,170,69,N
5'5,146,69,V
6'0,168,69,B
5'9,170,69,V
5'9,176,69,B
5'5,139,69,V
5'10,165,69,V
6'4,212,69,B
5'7,159,69,V
5'8,150,69,N
6'2,174,69,N
5'10,165,69,V
6'0,168,69,N
5'8,141,69,V
6'3,201,69,B
6'2,181,69,V
5'5,143,69,V
6'5,187,69,V
6'0,172,69,B
5'9,146,69,V
5'10,163,69,B
6'0,174,69,N
5'10,163,69,B
6'2,176,69,B
6'1,176,69,N
5'11,165,69,V
5'10,159,69,V
5'11,172,69,B
6'2,183,69,B
5'6,143,69,V
5'9,157,69,V
5'11,154,69,V
5'9,137,69,B
5'10,181,69,V
5'8,148,69,N
5'7,143,69,B
5'11,163,69,V
6'0,176,69,B
5'11,172,69,V
5'10,174,69,B
5'10,170,69,N
6'0,172,69,V
5'10,157,69,B
6'2,190,69,B
5'9,159,69,B
5'11,161,69,V
5'5,139,69,V
5'9,165,69,B
6'3,179,69,B
5'6,159,69,N
5'11,165,69,V
5'9,159,69,V
5'10,165,69,V
6'0,165,69,V
6'1,181,69,N
5'9,176,69,B
5'7,168,69,V
6'0,181,69,B
6'2,192,69,N
5'10,159,69,V
6'0,170,69,N
5'11,163,69,B
5'10,161,69,B
6'1,179,69,B
6'0,172,69,N
5'9,154,69,V
5'9,148,69,V
5'6,134,69,N
5'11,154,69,B
6'2,168,69,B
5'10,165,69,V
6'2,152,69,B
5'10,152,69,V
6'4,179,69,B
5'10,163,69,V
5'10,148,69,V
6'0,176,69,N
5'9,154,69,V
5'9,159,69,V
5'7,148,69,V
5'11,161,69,N
6'2,174,69,V
5'9,150,69,V
5'9,154,69,V
6'0,170,69,V
6'1,179,69,N
6'2,209,69,N
6'2,187,69,V
6'3,176,69,B
6'0,159,69,V
5'5,154,69,V
5'11,159,69,V
6'0,174,69,N
5'7,132,69,N
6'2,154,69,B
6'0,165,69,B
5'11,141,69,B
5'11,165,69,V
6'1,181,69,B
5'11,161,69,V
5'11,161,69,B
5'9,139,69,V
5'11,165,69,N
6'2,181,69,B
5'10,154,69,B
6'0,172,69,B
5'9,181,69,B
5'10,157,69,N
6'0,176,69,B
6'3,194,69,B
6'2,183,69,B
5'11,159,69,V
6'0,168,69,V
6'0,176,69,V
6'2,174,69,B
5'9,172,69,N
6'1,196,69,N
6'1,185,69,V
5'4,141,69,V
5'10,141,69,V
6'0,168,69,N
5'9,146,69,B
5'7,163,69,B
5'10,170,69,V
6'2,181,69,B
6'0,168,69,V
6'2,170,69,N
6'3,192,69,B
5'7,150,69,N
5'11,154,69,V
5'8,152,69,B
6'0,163,69,B
5'8,154,69,V
6'4,183,69,B
6'0,172,69,V
5'9,165,69,V
5'9,148,69,V
5'9,163,69,V
5'8,150,69,V
5'9,161,69,V
6'7,209,69,B
5'11,174,69,B
5'10,157,69,B
5'1,126,69,V
6'2,187,69,N
5'11,154,69,V
6'1,183,69,B
6'1,181,69,B
5'11,159,69,V
6'3,187,69,N
6'2,172,69,B
5'9,159,69,B
5'9,159,69,V
6'1,168,69,B
5'7,146,69,V
6'0,170,69,B
6'1,168,69,B
6'0,183,69,B
5'8,154,69,V
5'9,179,69,V
5'10,161,69,B
5'9,146,69,N
5'8,165,69,N
6'0,172,69,B
6'1,174,69,N
5'10,148,68,V
5'9,161,68,N
5'10,161,68,N
6'0,176,68,N
6'0,196,68,N
5'10,163,68,B
5'7,141,68,B
5'10,170,68,B
6'1,165,68,B
5'10,170,68,V
5'11,163,68,V
5'5,137,68,B
5'6,159,68,V
6'3,198,68,N
6'0,179,68,V
5'9,152,68,V
5'7,150,68,V
6'2,183,68,V
5'9,165,68,B
5'9,159,68,V
5'10,174,68,V
5'10,163,68,B
6'2,179,68,B
5'11,165,68,V
6'2,170,68,B
5'9,148,68,B
6'0,163,68,V
6'2,165,68,B
6'3,194,68,B
5'10,159,68,V
6'0,170,68,V
6'0,174,68,N
5'9,165,68,V
6'0,168,68,V
5'11,185,68,V
6'0,165,68,V
6'3,176,68,B
6'0,192,68,N
5'9,165,68,N
5'9,165,68,N
6'0,172,68,B
6'5,198,68,N
5'9,137,68,B
5'10,152,68,V
6'0,170,68,N
5'10,150,68,B
5'9,148,68,V
6'1,179,68,B
5'11,143,68,B
6'2,183,68,V
6'1,176,68,B
5'11,185,68,N
5'11,154,68,N
5'7,146,68,B
5'9,163,68,N
5'11,170,68,V
5'10,179,68,N
5'10,172,68,B
6'0,165,68,N
5'9,159,68,N
5'6,152,68,B
6'4,181,68,V
6'0,172,68,B
5'9,159,68,N
6'0,172,68,N
5'11,159,68,V
6'3,187,68,N
5'10,163,68,N
6'2,181,68,V
6'1,192,68,B
5'10,174,68,V
6'0,143,68,N
5'11,159,68,V
5'5,132,68,V
5'9,157,68,N
5'10,161,68,N
6'2,179,68,V
6'3,194,68,B
6'0,174,68,B
5'9,154,68,V
5'10,152,68,V
6'0,179,68,B
5'10,150,68,B
5'10,170,68,V
5'9,143,68,B
6'1,170,68,N
6'0,165,68,B
5'7,137,68,V
6'0,172,68,V
5'11,183,68,V
6'2,192,68,N
6'1,179,68,V
6'0,168,68,N
5'7,148,68,N
5'10,168,68,N
5'11,157,68,N
5'9,157,68,V
5'11,168,68,B
6'2,170,68,N
6'1,176,68,N
5'10,148,68,V
5'10,154,68,N
5'11,165,68,V
5'7,146,68,V
5'9,159,68,V
5'9,146,68,B
6'1,194,68,B
6'3,185,68,B
5'11,168,68,B
5'11,154,68,V
5'11,159,68,V
5'11,179,68,B
6'1,163,68,B
5'10,150,68,V
5'8,154,68,N
5'9,143,68,V
5'10,159,68,V
5'7,150,68,V
5'9,148,68,V
5'10,159,68,V
5'9,154,68,V
5'11,163,68,V
6'2,170,68,B
6'2,176,68,N
6'6,209,68,B
6'1,187,68,B
5'11,176,68,V
5'9,146,68,V
5'11,168,68,N
6'1,181,68,N
6'1,176,68,N
6'1,181,68,V
6'3,168,68,V
5'11,161,68,B
5'9,181,68,V
5'11,154,68,B
5'9,157,68,B
6'1,165,68,B
6'1,172,68,N
5'10,154,68,V
6'3,181,68,B
6'5,185,68,N
5'6,143,68,B
6'0,159,68,N
6'4,203,68,B
6'0,170,68,B
6'5,183,68,N
5'11,150,68,N
5'11,159,68,V
6'0,170,68,N
6'1,154,68,V
5'9,168,68,B
5'10,165,68,B
6'1,174,68,V
5'8,143,68,V
5'9,154,68,B
5'7,148,68,N
6'0,161,68,V
6'0,172,68,V
6'0,174,68,B
6'3,174,68,B
6'4,209,68,N
5'10,170,68,B
5'7,157,68,B
5'10,170,68,V
6'2,201,68,B
5'10,152,68,B
6'0,165,68,B
6'2,168,68,N
6'0,154,68,V
5'10,172,68,B
5'10,161,68,V
5'8,150,68,V
5'7,139,68,N
5'9,159,68,N
6'3,174,68,V
6'1,159,68,B
5'9,165,68,B
5'7,165,68,V
5'8,143,68,V
6'1,168,68,B
5'11,154,68,V
5'11,154,68,B
6'1,172,68,V
6'2,176,68,B
6'3,194,68,N
5'10,165,68,B
6'0,163,68,N
5'9,157,68,V
5'8,150,68,B
5'8,157,68,V
5'7,141,68,V
5'9,132,68,V
5'9,165,68,V
6'0,165,68,V
5'8,143,68,V
6'6,187,68,N
5'6,152,68,V
5'11,161,68,V
6'1,150,68,B
6'4,183,68,B
6'2,183,68,B
5'9,152,68,V
5'10,172,68,B
6'2,163,68,B
6'1,187,68,B
6'0,168,68,B
5'9,148,68,V
6'1,174,68,B
5'10,165,68,B
5'11,168,68,V
5'10,161,68,V
5'8,154,68,B
5'11,165,68,B
5'10,163,68,V
6'0,170,68,V
5'10,159,68,B
6'0,170,68,N
5'8,148,68,V
5'10,150,68,N
5'9,163,68,V
5'11,163,68,B
6'3,176,68,B
6'4,183,68,B
5'9,143,68,V
5'8,143,68,V
6'2,172,68,N
6'2,159,68,V
5'10,170,68,B
6'0,159,68,V
5'11,190,68,B
6'2,190,68,B
6'1,181,68,B
6'3,181,68,B
5'9,168,68,V
5'10,168,68,B
5'10,159,68,N
5'10,154,68,B
5'8,161,68,B
5'8,148,68,V
5'10,172,68,V
5'9,161,68,V
5'9,161,68,V
6'0,154,68,B
6'0,172,68,B
5'11,176,68,N
5'11,154,68,B
6'0,172,68,B
6'0,157,68,N
6'2,179,68,B
6'1,174,68,B
5'7,154,68,N
5'7,146,68,V
6'1,168,68,B
5'11,181,68,N
5'11,154,68,N
5'9,152,68,V
5'9,161,68,V
5'11,159,68,B
6'1,176,68,V
6'7,207,68,N
6'0,170,68,V
6'0,165,68,B
5'10,154,68,V
5'11,168,68,B
6'1,194,68,V
6'2,174,68,N
6'0,183,68,B
5'9,150,68,V
5'11,168,68,V
5'11,165,68,B
5'10,163,68,N
6'2,183,68,B
6'2,190,68,N
6'1,170,68,V
5'9,154,68,N
5'10,174,68,B
5'10,152,68,V
6'0,190,68,B
6'2,209,68,B
5'10,176,68,V
5'11,154,68,B
6'5,203,68,B
5'10,168,68,V
6'0,154,68,B
5'11,161,68,B
6'3,176,68,N
5'10,154,68,B
5'9,161,68,V
5'11,163,68,V
5'11,181,68,N
6'4,185,68,V
5'8,154,68,N
5'8,150,68,V
5'8,157,68,B
5'8,137,68,N
5'10,174,68,B
6'1,165,68,V
5'11,154,68,V
6'1,179,68,B
6'1,179,68,V
6'2,181,68,B
6'1,176,68,B
6'0,165,68,N
5'9,154,68,V
6'0,159,68,V
6'1,183,68,B
5'9,132,68,B
5'8,148,68,V
6'1,168,68,B
5'9,152,68,N
5'7,139,68,V
5'10,154,68,B
6'2,181,68,B
5'10,183,68,N
5'9,141,68,V
6'1,179,68,B
5'7,150,68,B
6'2,176,68,B
6'2,196,68,N
5'8,159,68,B
5'9,148,68,V
5'8,143,68,B
6'2,174,68,V
5'11,172,68,B
6'2,161,68,B
5'11,139,68,B
6'3,201,68,N
5'9,157,68,V
6'3,187,68,B
5'11,159,68,V
5'8,157,68,N
5'8,143,68,V
6'3,172,68,B
5'10,165,68,B
5'7,150,68,V
5'9,154,68,B
5'9,163,68,V
5'8,163,68,N
6'2,179,68,V
5'11,163,68,N
6'1,172,68,V
6'3,187,68,B
6'4,201,68,B
5'11,165,68,B
5'11,172,68,B
5'10,163,68,B
5'10,159,68,V
5'9,154,68,B
5'10,152,68,B
5'7,157,68,B
6'0,176,68,V
5'11,168,68,N
5'11,183,68,V
5'8,134,68,V
6'0,176,68,B
6'3,181,68,B
6'0,174,68,B
5'10,159,68,V
5'11,168,68,V
5'11,141,68,V
5'5,132,68,V
5'10,154,68,B
5'8,154,68,B
6'1,172,68,V
5'7,143,68,V
6'1,170,68,B
5'7,137,68,V
5'3,117,68,V
5'10,157,68,B
6'0,165,68,V
6'2,150,68,B
5'11,161,68,B
6'2,181,68,V
5'11,163,68,B
6'0,170,68,B
5'9,152,68,V
5'6,154,68,V
5'9,143,68,N
5'11,172,68,V
6'4,198,68,B
5'9,152,68,V
6'1,170,68,B
6'0,168,68,B
6'4,181,68,N
5'10,170,68,N
5'7,150,68,V
5'11,150,68,V
6'2,163,68,B
5'11,163,68,B
6'3,190,68,B
5'11,161,68,B
5'10,176,68,B
5'10,168,68,B
5'11,183,68,B
5'9,154,68,V
6'1,183,68,N
5'8,154,68,V
6'0,179,68,B
5'11,172,68,N
5'11,165,68,N
6'2,181,68,B
6'1,192,68,B
5'8,161,68,V
6'0,176,68,B
5'9,148,68,V
5'11,172,68,N
5'4,139,68,N
5'10,170,68,N
6'3,198,68,B
5'10,161,68,V
5'10,163,68,B
5'11,154,68,B
6'3,183,68,N
6'0,163,68,B
6'2,183,68,B
5'8,150,68,V
6'0,165,68,V
5'10,161,68,N
5'11,185,68,N
6'1,170,68,B
6'0,163,68,V
5'8,152,68,V
5'11,165,68,V
5'11,161,68,V
6'0,170,68,B
6'1,165,68,V
5'8,150,68,V
5'11,179,68,V
5'11,163,68,B
5'7,132,68,V
5'9,159,68,N
6'0,165,68,B
5'9,157,68,V
5'9,152,68,B
5'8,141,68,V
6'1,196,68,B
5'10,146,68,N
5'9,165,68,B
5'10,154,68,N
6'1,176,68,B
5'10,168,68,V
6'2,194,68,V
5'10,154,68,V
6'0,161,68,V
5'11,174,68,V
5'10,172,68,N
6'0,181,68,V
5'9,148,68,B
6'1,187,68,B
5'11,174,68,N
6'2,179,68,B
5'9,154,68,V
5'11,163,68,B
5'10,174,68,B
5'9,148,68,B
5'8,161,68,V
6'2,168,68,B
5'11,161,68,N
6'0,174,68,N
6'2,181,68,B
5'9,154,68,B
5'10,161,68,N
5'10,146,68,V
6'1,172,68,N
6'1,172,68,N
6'0,172,68,N
6'0,165,68,V
5'10,148,68,V
5'9,163,68,N
6'2,179,68,N
6'0,170,68,V
6'0,183,68,N
6'0,163,68,V
6'0,161,68,V
5'9,150,68,N
5'10,157,68,V
5'7,143,68,V
6'0,174,68,B
5'8,157,68,V
5'11,159,68,B
5'10,154,68,N
6'4,187,68,N
5'10,161,68,N
5'10,168,68,V
5'11,152,68,N
6'1,179,68,N
5'11,172,68,B
5'10,154,68,B
5'7,154,68,V
5'9,159,68,B
6'3,198,68,B
6'0,176,68,B
6'0,159,68,N
5'11,163,68,V
6'2,172,68,V
6'3,157,68,V
5'9,163,68,V
5'9,150,68,V
5'11,170,68,V
6'1,161,68,N
5'10,172,68,N
5'10,157,68,V
6'0,165,68,B
5'8,159,68,N
5'10,143,68,V
6'0,159,68,N
5'10,152,68,V
5'11,163,68,N
5'9,137,68,V
5'9,165,68,B
6'0,170,68,B
6'0,152,68,N
6'3,165,68,B
5'10,163,68,V
6'2,174,68,B
6'3,172,68,N
6'2,185,68,N
6'1,154,68,B
5'11,176,68,V
6'2,170,68,B
5'6,150,68,B
6'0,152,68,V
6'0,170,68,N
5'10,161,68,B
5'10,170,68,V
6'1,187,68,B
6'0,170,68,B
5'4,139,68,V
5'9,157,68,V
5'11,165,68,B
5'11,159,68,V
5'7,148,68,B
6'2,196,68,B
5'9,152,68,B
6'0,172,68,B
5'10,181,68,B
5'7,139,68,B
5'11,174,68,N
5'10,157,68,N
5'9,157,68,B
6'2,187,68,B
6'1,165,68,N
5'10,174,68,N
6'2,198,68,N
6'0,170,68,B
5'11,154,68,V
5'11,170,68,N
5'10,134,68,B
6'1,176,68,B
6'1,181,68,B
6'1,170,68,B
6'0,165,68,B
5'10,168,68,B
6'2,203,68,N
6'0,163,68,B
6'0,170,68,B
5'7,152,68,V
6'0,176,68,B
6'3,146,68,B
6'1,187,68,V
6'0,170,68,N
6'1,165,68,N
5'7,159,68,V
5'6,139,68,V
5'5,139,68,V
6'1,198,68,B
5'6,134,68,V
5'11,154,68,V
5'8,146,68,V
5'10,143,68,V
6'3,172,68,N
5'9,148,68,N
6'2,190,68,N
5'11,161,68,V
5'7,143,68,V
6'0,165,68,N
6'4,176,68,N
5'9,159,68,V
5'4,141,68,N
6'0,170,68,B
5'10,183,68,V
6'2,179,68,B
5'11,157,68,V
6'4,165,68,B
5'11,168,68,N
5'11,165,68,N
6'1,181,68,B
5'9,146,68,V
6'2,196,68,B
5'9,157,68,N
6'0,152,68,B
5'9,143,68,V
5'10,161,68,B
6'0,159,68,B
5'10,170,68,B
6'0,165,68,V
6'0,170,68,V
6'1,168,68,B
6'3,176,68,N
6'1,176,68,V
5'8,141,68,B
6'0,163,68,B
5'8,143,68,V
6'2,168,68,B
5'8,148,68,V
6'4,187,68,B
5'7,139,68,V
5'10,157,68,N
6'2,185,68,V
5'9,159,68,V
6'3,157,68,B
5'8,143,68,V
6'1,185,68,N
6'0,181,68,V
6'1,174,68,B
6'0,176,68,B
5'9,165,68,V
5'10,157,68,B
6'0,183,68,B
5'7,150,68,V
5'7,137,68,V
6'0,176,68,N
6'2,190,68,B
5'10,165,68,V
6'2,163,68,B
6'4,190,68,N
5'9,159,68,N
5'9,157,68,N
5'11,154,68,N
6'1,170,68,V
6'0,152,68,B
5'8,154,68,V
6'0,190,68,N
5'6,152,68,N
5'8,146,68,V
6'0,165,68,V
5'11,154,68,B
6'2,174,68,V
6'4,201,68,N
6'2,190,68,N
5'10,168,68,B
5'10,163,68,V
5'8,170,68,B
6'4,187,68,B
5'10,161,68,N
5'11,159,68,B
6'2,181,68,B
6'0,165,68,B
6'1,194,68,B
6'0,154,68,V
6'1,154,68,V
6'1,168,68,N
5'11,165,68,B
6'1,174,68,V
6'2,194,68,B
5'8,152,68,V
6'0,185,68,B
5'10,154,68,N
6'0,172,68,B
6'2,181,68,B
5'9,165,68,B
5'10,163,68,N
6'0,165,68,B
6'0,165,68,N
6'0,168,68,N
5'9,159,68,V
6'1,165,68,V
5'10,157,68,V
6'1,168,68,V
5'9,148,68,V
6'3,174,68,N
6'6,201,68,N
6'0,159,68,V
6'4,196,68,B
5'10,161,68,V
6'1,172,68,B
5'7,141,68,B
6'4,192,68,N
5'9,148,68,V
6'0,165,68,B
6'3,207,68,V
5'8,163,68,B
6'0,168,68,N
6'0,168,68,B
5'8,163,68,N
5'8,143,68,V
5'10,172,68,B
6'0,161,68,V
6'0,183,68,B
5'9,152,68,N
6'2,161,68,B
5'10,150,68,V
6'1,185,68,B
6'3,190,68,B
6'3,154,68,B
6'2,187,68,B
5'5,143,68,B
5'10,152,68,N
5'8,163,68,N
6'3,192,68,B
6'3,181,68,B
6'4,196,68,B
5'7,154,68,N
5'9,154,68,V
6'2,176,68,V
5'7,154,68,V
5'8,154,68,V
5'11,163,68,B
6'0,168,68,B
5'11,183,68,B
5'11,159,68,V
6'2,183,68,B
6'2,161,68,V
5'11,181,68,B
5'11,165,68,N
6'3,192,68,B
5'10,148,68,V
6'0,168,68,V
5'10,163,68,V
6'3,194,68,B
6'0,152,68,V
6'1,187,68,V
6'4,185,68,N
6'1,174,68,B
6'0,165,68,V
5'9,159,68,V
5'11,157,68,B
6'0,172,67,V
6'1,181,67,B
6'0,165,67,N
6'0,165,67,V
6'0,168,67,V
5'11,159,67,V
5'11,157,67,V
6'0,181,67,N
5'9,163,67,V
5'11,154,67,V
6'3,183,67,B
5'10,154,67,B
5'10,154,67,N
6'0,170,67,N
5'11,154,67,N
5'9,163,67,V
6'1,190,67,N
5'10,183,67,B
5'10,161,67,V
6'4,198,67,B
6'3,185,67,B
6'2,190,67,V
6'0,176,67,N
5'7,146,67,N
6'1,174,67,B
6'4,176,67,B
5'9,154,67,N
5'10,161,67,V
6'1,172,67,B
5'7,134,67,V
5'11,170,67,B
5'11,163,67,B
6'0,172,67,B
5'7,150,67,B
6'0,198,67,B
6'4,194,67,N
5'9,150,67,V
5'10,165,67,V
6'1,170,67,B
6'0,154,67,V
6'1,176,67,V
6'1,196,67,N
6'2,165,67,N
