Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
62,52,52,52,54,52,52,52,54,52,52,52,56,54,54,54,56,60,58,58,58,60,61,59,59,59,61,59,33,62,56,33,52,33,36,54,56,76,67,68,59,68,53,82,78,64,44,58,61,48,44,45,45,56,60,55,15,16,15,7,14,B
62,39,39,39,35,35,35,35,35,34,34,34,37,38,38,38,37,51,51,51,51,51,54,60,60,60,54,33,29,55,33,26,32,30,31,35,39,54,48,48,49,52,45,70,62,76,21,50,54,24,29,42,45,68,70,68,9,11,8,7,12,B
62,37,37,37,33,33,33,33,33,33,33,33,35,37,37,37,35,48,51,51,51,48,51,61,61,61,51,23,22,55,42,22,26,28,22,36,31,47,65,38,51,38,33,71,49,87,18,65,59,22,32,31,42,62,63,62,9,11,8,14,15,B
62,57,57,57,59,58,58,58,59,58,58,58,60,57,57,57,60,61,59,59,59,61,61,60,60,60,61,57,52,58,62,38,63,45,49,54,63,64,70,73,68,87,55,66,59,59,33,55,60,53,50,47,65,60,61,58,10,7,11,13,15,B
62,45,45,45,41,42,42,42,41,41,41,41,42,45,45,45,42,52,54,54,54,52,55,61,61,61,55,32,29,66,49,31,41,31,27,42,44,47,67,45,53,48,60,65,55,70,35,61,58,23,41,45,55,63,65,60,14,14,8,11,14,B
62,52,52,52,59,56,56,56,59,58,58,58,61,60,60,60,61,64,62,62,62,64,63,60,60,60,63,64,32,50,66,33,62,53,41,61,64,73,74,67,62,72,45,74,69,63,36,57,63,55,56,33,62,60,62,59,12,8,13,16,13,B
61,40,40,40,41,40,40,40,41,43,43,43,45,49,49,49,45,54,57,57,57,54,55,59,59,59,55,36,22,57,59,21,40,26,20,64,44,62,65,44,51,46,35,69,60,69,25,67,57,22,42,24,52,62,60,57,8,11,12,5,6,B
61,46,46,46,43,44,44,44,43,45,45,45,46,50,50,50,46,53,57,57,57,53,55,60,60,60,55,30,23,60,57,34,42,42,32,58,54,50,68,50,51,50,60,70,65,75,30,64,58,33,37,45,53,58,60,56,14,8,8,10,14,B
61,41,41,41,40,40,40,40,40,40,40,40,43,44,44,44,43,55,55,55,55,55,57,59,59,59,57,30,20,51,53,31,36,22,29,44,43,68,75,41,55,72,42,71,74,70,30,62,59,25,25,39,46,60,63,59,15,8,11,14,10,B
61,48,48,48,55,52,52,52,55,52,52,52,57,52,52,52,57,61,55,55,55,61,60,55,55,55,60,64,29,42,53,23,61,58,55,42,60,76,73,70,55,88,45,72,73,56,28,51,57,51,44,36,57,56,59,58,15,12,12,11,15,B
61,44,44,44,44,44,44,44,44,46,46,46,47,50,50,50,47,54,57,57,57,54,54,59,59,59,54,43,23,56,51,27,48,36,28,50,54,44,37,48,53,47,43,62,70,76,25,67,54,45,49,39,59,61,61,62,10,9,15,10,8,B
61,38,38,38,34,34,34,34,34,33,33,33,36,37,37,37,36,50,50,50,50,50,53,59,59,59,53,25,24,55,35,25,26,26,31,29,35,56,61,48,50,42,43,75,68,77,21,60,57,23,32,30,56,60,65,62,8,15,5,5,9,B
61,41,41,41,37,38,38,38,37,38,38,38,39,41,41,41,39,50,52,52,52,50,53,59,59,59,53,25,26,58,47,25,29,26,28,33,39,63,59,46,51,49,45,70,64,82,33,63,56,24,39,36,51,60,62,55,15,7,15,10,7,B
61,44,44,44,52,48,48,48,52,51,51,51,55,54,54,54,55,60,57,57,57,60,60,56,56,56,60,59,14,46,62,31,56,41,25,52,54,72,71,67,61,62,32,33,64,64,21,41,59,43,53,35,51,57,61,58,8,10,6,8,7,B
61,52,52,52,58,55,55,55,58,57,57,57,59,57,57,57,59,60,58,58,58,60,59,58,58,58,59,65,36,44,57,34,62,40,50,56,61,69,68,71,55,62,42,71,59,69,43,59,59,62,56,35,59,60,59,57,7,15,15,6,6,B
61,40,40,40,36,37,37,37,36,36,36,36,38,40,40,40,38,49,52,52,52,49,52,59,59,59,52,26,27,62,44,29,35,28,31,45,37,59,55,35,47,49,43,72,54,77,21,50,63,25,29,39,45,60,63,58,14,8,11,14,6,B
61,48,48,48,52,50,50,50,52,49,49,49,53,49,49,49,53,59,55,55,55,59,59,59,59,59,59,59,30,51,43,35,58,37,34,35,60,70,68,60,57,65,35,63,69,67,35,70,59,48,43,45,50,59,62,60,7,13,13,12,15,B
61,44,44,44,42,44,44,44,42,47,47,47,45,52,52,52,45,50,58,58,58,50,51,60,60,60,51,44,40,67,62,40,40,47,35,59,63,29,30,28,41,50,59,42,28,55,21,69,61,21,66,31,69,64,64,57,10,9,7,9,8,B
61,61,61,61,63,62,62,62,63,62,62,62,64,61,61,61,64,61,58,58,58,61,60,55,55,55,60,63,59,51,66,42,61,53,43,62,64,71,73,69,60,78,59,66,72,64,49,38,45,67,57,43,56,56,62,53,16,12,10,16,15,B
61,43,43,43,42,41,41,41,42,42,42,42,43,45,45,45,43,53,54,54,54,53,56,60,60,60,56,32,29,60,50,33,39,38,35,39,48,62,60,49,52,46,42,65,61,74,28,45,58,28,35,49,49,59,68,62,8,7,8,5,11,B
61,44,44,44,45,45,45,45,45,46,46,46,47,49,49,49,47,55,56,56,56,55,57,60,60,60,57,42,26,59,57,27,45,36,29,47,58,52,62,51,58,69,41,75,48,60,29,54,62,29,38,34,50,59,62,63,13,11,13,13,13,B
61,55,55,55,58,56,56,56,58,55,55,55,59,55,55,55,59,61,57,57,57,61,60,57,57,57,60,57,38,39,54,43,62,40,31,50,61,76,79,65,59,69,64,65,75,72,53,54,57,55,44,36,45,55,58,57,9,14,5,6,10,B
61,47,47,47,52,49,49,49,52,50,50,50,53,50,50,50,53,59,55,55,55,59,59,57,57,57,59,56,27,47,53,32,53,33,40,47,56,80,77,72,52,70,45,60,64,67,40,49,57,42,39,43,55,63,58,60,10,7,11,12,8,B
61,54,54,54,59,57,57,57,59,58,58,58,61,58,58,58,61,60,57,57,57,60,59,55,55,55,59,60,41,49,62,44,63,54,38,59,63,78,77,74,51,69,51,61,70,65,40,38,61,57,55,48,61,53,56,50,9,15,12,14,7,B
61,41,41,41,38,38,38,38,38,39,39,39,40,43,43,43,40,52,54,54,54,52,54,59,59,59,54,28,23,61,52,25,27,23,26,44,42,55,64,59,56,48,43,66,53,63,23,58,60,28,34,31,54,62,63,60,10,11,10,15,8,B
61,52,52,52,49,50,50,50,49,50,50,50,51,53,53,53,51,56,58,58,58,56,57,60,60,60,57,49,44,59,61,29,38,37,30,58,46,53,63,59,59,72,61,70,67,70,47,71,56,49,51,45,60,56,60,60,12,9,6,6,13,B
61,40,40,40,34,37,37,37,34,37,37,37,36,41,41,41,36,46,52,52,52,46,49,59,59,59,49,23,22,61,36,20,19,26,24,40,52,34,31,50,62,33,41,50,48,83,14,69,48,42,39,22,65,69,55,62,7,7,7,9,12,B
61,40,40,40,38,38,38,38,38,39,39,39,42,43,43,43,42,52,53,53,53,52,55,60,60,60,55,34,12,65,33,24,25,32,40,39,30,65,70,44,64,34,23,31,75,86,23,80,57,50,54,34,56,58,56,61,11,16,13,9,10,B
61,39,39,39,40,40,40,40,40,42,42,42,44,47,47,47,44,53,55,55,55,53,54,59,59,59,54,32,16,61,50,37,46,34,29,39,51,49,54,48,58,51,32,73,64,74,15,47,65,17,52,35,60,63,56,53,8,9,7,13,12,B
61,40,40,40,38,38,38,38,38,38,38,38,41,41,41,41,41,49,52,52,52,49,52,60,60,60,52,27,19,63,42,22,39,23,29,49,44,58,66,49,55,46,32,67,51,86,19,72,54,26,30,36,55,56,55,62,14,9,10,13,12,B
61,50,50,50,56,53,53,53,56,54,54,54,57,54,54,54,57,60,57,57,57,60,60,57,57,57,60,58,35,50,55,27,59,26,27,47,55,70,77,64,58,66,33,56,68,58,42,49,61,56,52,35,56,64,60,54,10,12,8,14,8,B
61,49,49,49,52,50,50,50,52,51,51,51,54,53,53,53,54,60,58,58,58,60,60,60,60,60,60,57,35,57,51,39,49,54,22,52,54,63,71,63,59,61,42,76,80,67,35,66,59,47,54,28,51,61,58,58,12,10,15,15,16,B
61,47,47,47,51,48,48,48,51,47,47,47,52,47,47,47,52,59,53,53,53,59,60,59,59,59,60,60,30,57,43,32,61,44,40,33,43,69,66,61,58,64,37,61,64,57,29,57,65,54,41,44,37,62,62,64,7,8,7,13,14,B
61,39,39,39,36,36,36,36,36,35,35,35,38,39,39,39,38,51,51,51,51,51,54,60,60,60,54,35,23,56,41,29,31,29,30,30,37,55,53,43,52,39,45,70,62,77,20,48,60,29,28,40,45,62,67,62,6,8,15,15,14,B
61,50,50,50,54,52,52,52,54,55,55,55,56,57,57,57,56,59,60,60,60,59,60,61,61,61,60,61,33,62,63,36,54,56,30,59,61,64,64,57,47,69,37,75,61,75,35,63,59,47,64,30,59,53,66,61,8,12,6,7,7,B
61,38,38,38,34,34,34,34,34,33,33,33,36,36,36,36,36,49,49,49,49,49,53,59,59,59,53,28,20,56,42,23,25,29,23,29,31,65,69,38,48,61,35,75,53,76,15,64,57,29,30,32,52,59,63,62,13,6,8,12,6,B
61,36,36,36,29,32,32,32,29,31,31,31,30,36,36,36,30,43,50,50,50,43,46,60,60,60,46,19,22,59,42,25,19,20,16,31,41,27,28,25,50,33,43,30,27,86,19,72,59,26,31,21,58,63,62,61,12,9,8,12,12,B
61,50,50,50,44,47,47,47,44,46,46,46,46,48,48,48,46,53,55,55,55,53,55,60,60,60,55,26,34,68,48,43,36,48,34,46,55,61,62,57,57,58,63,68,60,62,31,62,61,45,40,47,57,60,62,55,10,9,11,15,13,B
61,42,42,42,39,39,39,39,39,39,39,39,42,43,43,43,42,53,55,55,55,53,56,60,60,60,56,27,24,52,46,21,23,29,25,52,48,80,80,56,49,42,48,59,60,82,15,66,58,28,33,35,44,58,62,61,7,7,11,14,7,B
61,42,42,42,39,39,39,39,39,39,39,39,41,43,43,43,41,52,53,53,53,52,55,60,60,60,55,28,28,67,43,29,35,32,29,42,38,58,59,51,55,69,36,74,63,67,29,53,62,31,39,33,55,62,61,62,8,15,8,10,10,B
61,46,46,46,43,42,42,42,43,42,42,42,44,44,44,44,44,52,53,53,53,52,54,60,60,60,54,31,33,66,48,33,40,46,24,48,49,69,66,68,52,61,46,86,52,69,32,65,58,27,26,42,52,55,63,55,13,10,13,8,6,B
61,55,55,55,59,57,57,57,59,57,57,57,59,55,55,55,59,60,55,55,55,60,59,55,55,55,59,59,44,51,60,46,59,44,34,46,61,75,78,72,62,73,57,75,67,52,40,53,54,56,49,50,52,49,59,54,12,15,9,9,13,B
61,41,41,41,39,40,40,40,39,40,40,40,41,43,43,43,41,53,53,53,53,53,55,59,59,59,55,22,22,58,51,25,34,21,28,30,50,64,65,50,50,54,38,68,67,73,21,52,58,26,33,32,42,60,63,60,7,6,13,10,13,B
61,39,39,39,35,36,36,36,35,36,36,36,37,39,39,39,37,50,51,51,51,50,53,60,60,60,53,23,18,60,48,26,25,30,29,29,43,54,63,50,51,50,42,76,58,82,24,43,56,24,28,37,57,67,60,58,6,13,9,14,8,B
61,60,60,60,57,59,59,59,57,57,57,57,60,59,59,59,60,60,60,60,60,60,60,62,62,62,60,60,55,68,60,42,63,33,25,52,61,50,57,33,63,35,62,33,73,85,28,68,54,63,61,35,50,58,62,60,15,14,12,14,14,B
61,50,50,50,45,47,47,47,45,47,47,47,47,50,50,50,47,54,57,57,57,54,56,60,60,60,56,30,49,63,52,31,32,36,29,46,56,45,58,50,57,59,52,67,73,61,29,61,58,44,47,48,52,60,64,57,8,11,11,16,8,B
61,42,42,42,43,42,42,42,43,43,43,43,45,45,45,45,45,53,53,53,53,53,55,60,60,60,55,41,23,57,49,31,44,33,32,34,54,60,51,54,53,61,30,86,57,71,24,57,54,37,34,39,55,62,65,60,7,11,6,9,7,B
61,49,49,49,52,49,49,49,52,48,48,48,54,49,49,49,54,60,55,55,55,60,60,57,57,57,60,56,29,60,52,26,58,44,29,41,59,77,74,70,60,67,46,49,83,63,32,67,54,35,29,26,57,51,59,55,9,10,13,8,8,B
61,51,51,51,49,49,49,49,49,50,50,50,51,53,53,53,51,56,59,59,59,56,57,60,60,60,57,39,52,57,51,36,44,46,38,56,50,66,42,68,57,62,50,78,86,76,33,64,64,46,52,40,56,53,62,58,8,14,15,13,9,B
61,44,44,44,44,44,44,44,44,45,45,45,47,48,48,48,47,53,56,56,56,53,54,60,60,60,54,33,29,57,54,25,53,44,23,48,52,55,56,48,55,60,46,68,65,72,24,76,56,27,36,36,50,59,59,57,8,15,12,13,9,B
61,52,52,52,54,53,53,53,54,54,54,54,56,56,56,56,56,61,60,60,60,61,60,59,59,59,60,56,46,41,60,39,57,52,41,55,58,57,57,77,62,85,58,79,79,61,41,74,63,48,44,47,71,59,58,62,11,14,7,13,10,B
61,47,47,47,44,46,46,46,44,47,47,47,47,51,51,51,47,54,57,57,57,54,55,60,60,60,55,29,38,56,53,35,45,21,23,54,43,46,60,43,51,66,39,77,77,70,25,60,64,52,50,29,50,54,64,61,11,14,13,11,8,B
61,49,49,49,52,51,51,51,52,52,52,52,55,55,55,55,55,59,58,58,58,59,60,60,60,60,60,56,19,59,60,37,54,29,22,58,60,65,70,51,54,66,39,73,67,72,42,53,57,56,45,37,63,56,63,59,12,12,6,6,9,B
61,40,40,40,40,39,39,39,40,41,41,41,43,46,46,46,43,52,55,55,55,52,54,60,60,60,54,35,21,66,51,29,41,25,14,55,48,47,73,32,56,31,25,31,48,84,23,62,63,14,44,19,47,54,57,58,10,7,9,11,15,B
60,40,40,40,36,37,37,37,36,36,36,36,37,39,39,39,37,49,49,49,49,49,52,58,58,58,52,30,29,63,41,37,29,35,28,30,35,55,49,45,49,59,41,63,49,60,27,56,55,33,38,48,46,60,67,66,8,9,9,9,8,B
60,57,57,57,58,56,56,56,58,54,54,54,58,53,53,53,58,59,55,55,55,59,58,56,56,56,58,61,57,56,53,44,58,47,38,48,57,79,72,68,59,66,58,62,73,74,35,48,54,52,45,62,53,61,53,48,8,12,13,8,12,B
60,55,55,55,56,55,55,55,56,54,54,54,57,54,54,54,57,59,58,58,58,59,58,59,59,59,58,53,39,55,61,38,57,49,33,52,59,69,71,67,58,88,57,75,74,72,47,77,55,62,37,38,56,58,50,56,16,16,11,8,11,B
60,41,41,41,37,39,39,39,37,38,38,38,39,41,41,41,39,50,51,51,51,50,52,58,58,58,52,21,18,67,49,21,36,25,20,33,49,55,60,45,44,64,47,66,61,69,26,59,60,28,28,33,43,53,60,56,14,13,13,8,12,B
60,45,45,45,52,49,49,49,52,50,50,50,54,52,52,52,54,59,57,57,57,59,59,58,58,58,59,58,23,44,57,21,54,32,32,53,53,71,76,52,58,52,30,60,57,63,27,66,57,50,45,60,43,61,59,60,7,14,7,10,15,B
60,54,54,54,53,53,53,53,53,54,54,54,55,58,58,58,55,59,60,60,60,59,59,59,59,59,59,53,41,61,65,43,62,51,36,63,61,50,52,46,59,65,63,51,76,75,58,42,55,38,41,47,63,60,63,56,11,9,14,9,14,B
60,40,40,40,38,38,38,38,38,37,37,37,40,41,41,41,40,52,52,52,52,52,55,59,59,59,55,33,22,61,44,31,32,36,32,36,44,58,56,45,56,50,43,65,63,68,21,58,58,24,33,20,52,60,62,62,8,9,10,12,6,B
60,42,42,42,44,42,42,42,44,44,44,44,45,46,46,46,45,53,54,54,54,53,55,58,58,58,55,38,20,63,60,24,49,33,19,48,55,62,64,57,45,52,31,49,37,60,25,51,56,28,28,27,41,60,65,60,6,8,9,6,5,B
60,44,44,44,43,43,43,43,43,42,42,42,44,44,44,44,44,53,53,53,53,53,54,59,59,59,54,40,26,60,48,31,46,34,29,35,51,53,55,49,54,47,48,71,55,68,30,60,55,31,36,47,51,62,60,60,13,11,7,11,12,B
60,45,45,45,44,44,44,44,44,45,45,45,46,49,49,49,46,53,56,56,56,53,54,58,58,58,54,44,29,55,53,42,37,38,25,49,56,50,50,56,53,43,44,64,69,80,43,63,56,36,41,38,54,56,58,53,13,8,10,9,10,B
60,37,37,37,36,35,35,35,36,35,35,35,38,40,40,40,38,52,51,51,51,52,55,59,59,59,55,36,10,62,40,30,40,32,28,40,42,54,55,54,44,60,52,78,64,64,36,44,58,18,27,38,54,58,68,68,15,5,12,7,6,B
60,41,41,41,38,39,39,39,38,39,39,39,39,42,42,42,39,48,52,52,52,48,51,58,58,58,51,26,21,59,45,26,37,27,27,42,45,58,43,48,56,56,46,60,40,71,24,62,59,31,31,40,50,58,60,58,8,12,8,7,13,B
60,39,39,39,40,39,39,39,40,40,40,40,42,43,43,43,42,53,53,53,53,53,55,59,59,59,55,27,19,58,52,22,34,29,22,41,43,74,72,54,51,65,34,76,59,66,21,51,56,23,33,37,46,61,65,58,13,14,14,8,11,B
60,55,55,55,58,57,57,57,58,59,59,59,59,58,58,58,59,57,57,57,57,57,57,59,59,59,57,62,55,59,59,23,60,56,56,58,50,66,61,62,56,54,31,68,60,85,54,57,55,64,67,61,56,45,62,59,11,6,16,12,7,B
60,45,45,45,51,47,47,47,51,49,49,49,52,50,50,50,52,58,55,55,55,58,58,58,58,58,58,48,26,47,53,23,52,32,30,46,55,71,70,78,56,79,24,85,69,64,29,55,54,48,40,36,47,60,59,64,15,13,8,10,9,B
60,43,43,43,49,46,46,46,49,48,48,48,51,51,51,51,51,58,57,57,57,58,58,58,58,58,58,53,27,43,57,30,52,40,29,55,53,58,57,62,55,62,21,60,67,69,29,49,57,45,39,37,49,59,65,64,12,16,8,13,14,B
60,44,44,44,48,45,45,45,48,47,47,47,50,49,49,49,50,58,57,57,57,58,59,60,60,60,59,52,21,55,55,31,53,35,32,48,55,76,61,64,56,64,45,70,58,66,27,64,57,23,45,52,43,59,63,65,15,10,7,12,11,B
60,55,55,55,58,57,57,57,58,59,59,59,60,58,58,58,60,56,55,55,55,56,55,51,51,51,55,41,48,41,66,39,60,44,37,62,57,75,79,73,56,72,49,57,78,68,43,41,43,59,55,46,57,50,51,46,6,12,9,5,11,B
60,45,45,45,52,49,49,49,52,50,50,50,54,51,51,51,54,59,55,55,55,59,59,55,55,55,59,58,22,45,52,31,62,41,29,58,56,74,72,63,52,70,38,58,64,52,28,42,58,45,39,42,55,64,61,57,9,14,7,8,11,B
60,52,52,52,53,51,51,51,53,52,52,52,55,54,54,54,55,58,58,58,58,58,58,60,60,60,58,59,36,64,61,31,58,33,31,61,54,67,60,56,59,60,57,64,62,68,48,66,55,41,40,37,53,58,62,54,8,7,8,9,9,B
60,43,43,43,44,44,44,44,44,46,46,46,46,51,51,51,46,54,57,57,57,54,56,58,58,58,56,34,28,60,59,26,40,28,26,57,51,60,58,42,58,42,41,41,49,51,24,56,63,27,51,33,69,62,63,57,6,14,7,15,6,B
60,55,55,55,61,58,58,58,61,59,59,59,60,57,57,57,60,59,57,57,57,59,58,56,56,56,58,62,59,48,60,53,64,47,40,59,61,74,74,72,56,70,30,54,51,60,63,57,58,51,50,55,58,54,58,54,11,13,12,12,14,B
60,43,43,43,50,46,46,46,50,48,48,48,53,48,48,48,53,58,54,54,54,58,58,55,55,55,58,47,20,50,52,20,55,28,25,55,54,85,86,87,56,61,21,64,67,58,22,60,55,37,30,30,50,54,56,55,6,7,12,6,8,B
60,51,51,51,57,55,55,55,57,56,56,56,59,55,55,55,59,60,56,56,56,60,60,56,56,56,60,60,40,50,58,39,60,49,43,53,61,76,78,71,51,62,38,70,68,56,35,43,57,55,52,40,50,59,59,57,13,11,12,7,10,B
60,50,50,50,52,50,50,50,52,51,51,51,53,52,52,52,53,57,56,56,56,57,58,59,59,59,58,47,30,61,60,38,52,32,35,57,45,76,79,76,53,74,52,66,64,67,44,55,58,48,46,34,45,56,64,54,9,14,9,14,12,B
60,49,49,49,53,52,52,52,53,51,51,51,54,50,50,50,54,58,54,54,54,58,58,56,56,56,58,57,29,52,56,30,61,43,31,37,60,67,65,52,60,56,45,48,54,53,37,50,57,52,36,42,44,59,59,58,11,7,6,7,10,B
60,39,39,39,35,36,36,36,35,36,36,36,38,41,41,41,38,51,53,53,53,51,54,59,59,59,54,24,24,60,51,22,30,20,24,44,38,60,55,43,47,56,39,68,60,69,25,49,59,22,25,33,41,58,67,63,11,6,5,8,7,B
60,46,46,46,51,49,49,49,51,49,49,49,53,51,51,51,53,59,56,56,56,59,59,58,58,58,59,54,25,44,56,30,56,27,32,49,52,68,69,62,59,67,38,64,59,63,29,58,61,49,40,39,47,60,61,62,8,13,7,14,9,B
60,46,46,46,46,45,45,45,46,44,44,44,48,47,47,47,48,56,54,54,54,56,57,58,58,58,57,45,31,60,51,26,49,27,33,46,54,60,63,57,56,49,50,72,70,74,28,58,57,28,31,49,54,47,61,62,12,7,11,7,7,B
60,46,46,46,45,45,45,45,45,46,46,46,46,48,48,48,46,53,55,55,55,53,54,59,59,59,54,41,34,58,53,34,44,43,38,47,53,50,53,46,56,56,47,68,46,62,39,58,59,35,42,47,55,57,62,61,11,14,10,14,5,B
60,50,50,50,46,47,47,47,46,44,44,44,47,43,43,43,47,52,50,50,50,52,54,59,59,59,54,28,15,75,45,24,52,26,23,29,48,80,78,60,54,50,56,76,68,83,20,62,51,53,28,38,59,53,56,50,13,6,7,13,6,B
60,57,57,57,60,58,58,58,60,58,58,58,60,56,56,56,60,59,57,57,57,59,59,57,57,57,59,63,57,51,59,47,60,64,59,56,60,71,72,74,54,73,58,77,65,63,58,58,55,54,51,56,51,59,55,54,6,14,6,14,5,B
60,40,40,40,40,39,39,39,40,40,40,40,42,44,44,44,42,53,54,54,54,53,55,58,58,58,55,32,21,54,49,26,33,20,25,45,48,62,72,64,52,49,38,64,67,74,25,68,54,22,32,27,41,49,63,61,12,12,14,9,13,B
60,41,41,41,39,38,38,38,39,39,39,39,41,43,43,43,41,52,52,52,52,52,54,59,59,59,54,43,23,66,48,31,32,26,25,42,42,54,54,58,61,53,39,52,61,79,30,61,48,23,34,33,61,57,63,58,8,7,9,13,11,B
60,40,40,40,38,38,38,38,38,39,39,39,40,44,44,44,40,49,53,53,53,49,51,59,59,59,51,23,16,69,51,22,44,24,29,48,46,51,47,52,56,55,37,73,54,81,22,54,59,20,30,35,58,57,56,52,11,8,14,11,13,B
60,42,42,42,37,39,39,39,37,38,38,38,39,42,42,42,39,50,52,52,52,50,53,58,58,58,53,32,27,63,46,30,28,28,29,36,44,47,53,42,53,34,50,64,66,83,29,50,56,29,37,31,51,54,62,58,10,10,5,11,10,B
60,45,45,45,52,47,47,47,52,48,48,48,54,48,48,48,54,59,53,53,53,59,59,54,54,54,59,70,26,42,55,29,54,55,30,44,52,78,75,65,57,80,33,57,63,61,26,56,50,42,32,39,50,52,59,60,8,6,13,12,12,B
60,50,50,50,56,54,54,54,56,55,55,55,57,56,56,56,57,59,58,58,58,59,59,57,57,57,59,55,41,38,60,33,55,47,25,54,58,69,72,65,55,77,44,61,67,59,49,71,58,53,52,33,55,58,60,59,7,6,11,11,13,B
60,47,47,47,45,43,43,43,45,42,42,42,46,43,43,43,46,55,52,52,52,55,57,59,59,59,57,41,40,58,47,27,41,37,23,37,46,76,71,67,50,58,48,67,68,77,35,57,59,29,24,37,52,50,64,61,7,9,9,10,7,B
60,55,55,55,60,58,58,58,60,58,58,58,60,57,57,57,60,59,57,57,57,59,59,56,56,56,59,56,49,44,56,35,66,55,45,58,63,81,79,72,43,64,58,78,71,59,55,65,51,53,55,46,58,55,61,57,8,11,10,7,8,B
60,43,43,43,50,45,45,45,50,45,45,45,50,46,46,46,50,58,54,54,54,58,59,58,58,58,59,64,26,49,40,27,55,33,30,37,62,71,55,70,58,60,30,63,63,58,29,65,62,35,31,37,52,59,61,60,8,16,7,7,14,B
60,51,51,51,54,52,52,52,54,52,52,52,55,52,52,52,55,59,55,55,55,59,59,58,58,58,59,60,45,55,54,27,51,45,40,45,55,68,74,64,52,56,35,61,68,66,47,55,53,50,51,38,44,66,58,57,11,7,13,5,12,B
59,49,49,49,52,51,51,51,52,50,50,50,54,51,51,51,54,57,55,55,55,57,58,59,59,59,58,58,20,46,44,24,57,58,25,46,55,73,77,66,51,62,62,79,71,81,42,80,51,52,53,52,50,54,63,56,6,7,16,11,13,B
59,45,45,45,50,47,47,47,50,46,46,46,50,46,46,46,50,57,52,52,52,57,58,56,56,56,58,61,30,50,37,36,57,38,41,34,50,69,58,57,54,65,32,62,62,55,37,56,61,52,41,44,45,53,65,66,14,14,11,8,11,B
59,43,43,43,50,47,47,47,50,48,48,48,52,49,49,49,52,57,54,54,54,57,57,55,55,55,57,56,22,49,53,22,54,29,28,46,53,69,68,57,55,83,27,58,60,59,24,49,57,45,44,38,39,56,58,57,15,6,5,13,15,B
59,54,54,54,57,56,56,56,57,56,56,56,55,53,53,53,55,56,55,55,55,56,57,58,58,58,57,41,49,51,54,46,59,43,41,53,62,77,75,78,61,82,49,70,42,60,51,49,55,46,46,47,56,57,63,60,13,14,11,12,15,B
59,50,50,50,54,52,52,52,54,53,53,53,55,53,53,53,55,57,54,54,54,57,57,54,54,54,57,62,25,44,59,23,57,60,61,57,54,71,70,68,52,71,66,71,53,53,58,44,55,55,43,54,42,56,57,58,13,6,12,10,7,B
59,54,54,54,54,54,54,54,54,55,55,55,55,57,57,57,55,58,59,59,59,58,57,60,60,60,57,59,49,57,59,45,56,28,46,56,57,46,49,55,61,65,57,77,65,64,51,72,60,53,57,55,59,58,60,57,10,7,12,13,9,B
59,40,40,40,38,38,38,38,38,39,39,39,41,43,43,43,41,51,52,52,52,51,53,58,58,58,53,33,20,62,52,21,31,26,32,48,38,64,59,49,55,52,40,68,52,71,22,47,58,29,35,45,45,57,61,58,11,8,13,9,12,B
59,42,42,42,37,39,39,39,37,38,38,38,38,41,41,41,38,47,50,50,50,47,50,58,58,58,50,18,18,62,46,23,25,27,24,32,51,50,60,57,58,61,55,82,51,74,22,61,54,32,32,35,39,56,56,50,11,15,11,13,10,B
59,45,45,45,49,48,48,48,49,49,49,49,52,51,51,51,52,57,56,56,56,57,57,57,57,57,57,47,25,48,53,28,55,29,32,48,51,69,69,51,54,73,29,62,71,65,23,66,55,49,48,31,55,60,59,56,7,5,14,10,7,B
59,48,48,48,50,48,48,48,50,46,46,46,51,46,46,46,51,57,52,52,52,57,58,58,58,58,58,55,36,49,38,34,60,40,34,29,45,65,69,51,54,55,36,62,76,71,37,57,54,52,44,43,48,61,66,59,11,9,13,13,9,B
59,49,49,49,53,51,51,51,53,50,50,50,54,49,49,49,54,58,53,53,53,58,58,57,57,57,58,56,35,48,43,30,58,40,41,36,56,72,69,69,56,69,34,62,69,66,29,59,56,59,46,37,48,61,58,57,9,15,7,15,14,B
59,48,48,48,52,50,50,50,52,49,49,49,53,49,49,49,53,57,53,53,53,57,58,56,56,56,58,59,35,49,42,36,61,39,42,49,47,61,76,56,63,69,37,54,53,51,36,56,62,54,43,42,41,61,59,60,15,12,5,10,11,B
59,46,46,46,46,45,45,45,46,44,44,44,48,46,46,46,48,56,54,54,54,56,57,60,60,60,57,50,23,58,48,26,46,30,25,39,50,67,65,50,52,52,52,79,70,76,27,65,57,40,40,43,47,60,60,59,12,15,12,12,10,B
59,36,36,36,32,33,33,33,32,35,35,35,35,41,41,41,35,45,51,51,51,45,47,58,58,58,47,32,18,64,49,28,28,30,23,44,34,32,33,32,49,31,35,67,48,82,26,72,54,24,40,37,41,52,59,52,9,11,9,9,12,B
