id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
2387,62,2387,45,45,45,49,46,46,46,49,47,47,47,52,52,52,52,52,60,59,59,59,60,60,60,60,60,60,62,22,52,56,24,46,26,21,52,60,56,54,66,62,69,39,71,73,64,17,64,62,48,35,36,67,59,64,61,12,14,6,5,6,B
2388,62,2388,57,57,57,60,59,59,59,60,60,60,60,60,60,60,60,60,60,59,59,59,60,59,57,57,57,59,59,53,50,66,47,63,49,53,59,65,64,69,60,53,64,61,58,60,59,59,58,54,53,59,58,42,51,64,62,6,11,5,9,9,V
2389,62,2389,58,58,58,60,59,59,59,60,59,59,59,60,55,55,55,60,49,47,47,47,49,46,42,42,42,46,63,54,48,62,50,65,55,48,58,64,68,66,59,52,62,66,53,62,66,60,50,19,53,55,60,56,38,33,32,13,6,7,16,12,V
2390,62,2390,55,55,55,59,57,57,57,59,57,57,57,60,57,57,57,60,61,58,58,58,61,61,58,58,58,61,61,42,52,60,33,63,54,30,55,65,69,79,66,53,57,47,55,68,63,42,48,57,59,47,35,64,62,63,55,11,9,8,6,11,B
2391,62,2391,54,54,54,55,56,56,56,55,59,59,59,57,61,61,61,57,57,61,61,61,57,57,60,60,60,57,37,37,59,68,35,58,40,49,64,59,62,64,65,62,67,54,64,59,71,52,48,55,50,66,47,45,60,64,53,7,6,16,14,7,V
2392,62,2392,44,44,44,53,49,49,49,53,50,50,50,56,51,51,51,56,61,55,55,55,61,61,55,55,55,61,61,22,41,53,20,55,57,33,41,55,83,83,75,52,73,20,70,84,57,29,55,54,51,43,37,42,58,61,56,7,6,13,8,9,B
2393,62,2393,51,51,51,53,52,52,52,53,52,52,52,54,52,52,52,54,60,57,57,57,60,61,59,59,59,61,56,39,52,57,32,49,38,39,40,51,72,71,65,63,72,56,66,65,61,41,60,64,49,48,44,52,55,61,63,15,14,15,7,14,B
2394,62,2394,61,61,61,56,58,58,58,56,55,55,55,55,53,53,53,55,53,52,52,52,53,52,53,53,53,52,34,66,62,43,54,58,52,54,36,57,64,74,62,66,64,56,72,76,73,58,54,66,58,54,43,55,52,36,32,6,11,16,9,11,N
2395,62,2395,46,46,46,52,49,49,49,52,48,48,48,53,47,47,47,53,60,54,54,54,60,61,57,57,57,61,53,29,44,46,25,55,32,33,25,58,76,70,69,64,69,24,63,71,58,24,48,63,49,35,33,51,57,63,62,7,7,12,13,8,B
2396,62,2396,53,53,53,57,56,56,56,57,56,56,56,57,55,55,55,57,60,57,57,57,60,60,58,58,58,60,59,39,52,57,56,61,58,43,49,60,66,67,63,55,76,49,60,64,52,52,61,54,62,49,41,45,59,64,67,10,12,11,12,8,B
2397,62,2397,55,55,55,62,59,59,59,62,60,60,60,61,53,53,53,61,47,43,43,43,47,43,35,35,35,43,59,56,22,56,48,65,52,43,55,62,80,81,82,64,78,53,79,47,46,45,36,31,53,55,53,49,38,18,13,9,7,7,8,14,V
2398,62,2398,53,53,53,54,54,54,54,54,54,54,54,55,56,56,56,55,60,60,60,60,60,60,60,60,60,60,42,34,53,57,35,59,48,46,58,56,71,70,73,55,76,67,61,85,60,62,74,61,52,43,34,45,55,66,60,7,8,9,11,10,V
2399,62,2399,55,55,55,54,55,55,55,54,55,55,55,56,57,57,57,56,60,61,61,61,60,61,62,62,62,61,45,42,59,59,51,51,47,55,58,55,68,71,64,58,71,68,68,76,64,60,76,66,51,55,63,59,60,60,61,6,11,14,15,7,B
2400,62,2400,61,61,61,54,58,58,58,54,55,55,55,52,50,50,50,52,42,43,43,43,42,42,45,45,45,42,32,69,77,49,54,60,44,37,29,62,41,51,48,55,55,66,62,58,58,61,55,27,56,58,70,49,48,25,27,7,9,12,9,10,N
2401,62,2401,55,55,55,57,57,57,57,57,59,59,59,59,60,60,60,59,58,60,60,60,58,58,59,59,59,58,53,41,61,75,35,60,45,43,70,65,65,65,52,54,62,63,63,48,59,40,65,49,45,61,56,43,53,58,66,11,6,5,11,12,V
2402,62,2402,54,54,54,57,57,57,57,57,60,60,60,58,60,60,60,58,52,54,54,54,52,49,46,46,46,49,52,52,43,67,50,61,45,42,64,63,40,51,69,56,76,56,62,78,52,58,63,39,58,62,49,52,43,39,38,15,7,10,7,11,V
2403,62,2403,38,38,38,33,34,34,34,33,34,34,34,35,40,40,40,35,48,52,52,52,48,51,61,61,61,51,28,20,60,45,28,28,23,27,31,44,34,31,44,55,34,36,71,58,87,16,63,60,28,27,34,45,59,62,59,9,10,6,9,11,B
2404,62,2404,58,58,58,61,59,59,59,61,58,58,58,60,52,52,52,60,52,48,48,48,52,50,47,47,47,50,50,59,41,53,42,68,41,34,40,63,91,90,77,52,65,58,63,63,72,46,65,35,45,55,40,47,39,40,35,11,5,11,12,14,V
2405,62,2405,58,58,58,61,61,61,61,61,62,62,62,62,62,62,62,62,61,61,61,61,61,61,60,60,60,61,55,45,64,68,45,66,50,47,63,67,69,64,72,61,63,59,59,61,59,50,60,54,59,58,50,58,58,63,60,13,10,8,13,9,V
2406,62,2406,56,56,56,61,59,59,59,61,61,61,61,61,57,57,57,61,50,48,48,48,50,48,40,40,40,48,50,55,38,66,52,68,61,63,60,63,76,73,82,51,76,56,55,69,47,40,40,26,56,55,40,62,34,36,35,6,14,10,8,7,V
2407,62,2407,56,56,56,57,58,58,58,57,59,59,59,58,61,61,61,58,60,62,62,62,60,60,61,61,61,60,40,47,45,63,42,54,44,43,59,60,66,69,66,65,67,60,74,75,71,54,63,67,56,61,41,59,58,60,58,8,10,6,13,9,V
2408,62,2408,51,51,51,57,54,54,54,57,55,55,55,59,55,55,55,59,61,57,57,57,61,61,57,57,57,61,58,32,51,55,28,63,50,35,52,60,80,78,73,54,71,41,68,77,63,35,58,57,56,52,41,58,56,59,58,8,14,11,14,9,B
2409,62,2409,61,61,61,55,58,58,58,55,54,54,54,53,49,49,49,53,43,43,43,43,43,42,46,46,46,42,30,63,66,45,52,58,42,37,35,56,63,67,56,57,48,66,55,61,77,53,66,24,62,53,62,55,43,32,23,13,5,9,10,8,N
2410,62,2410,54,54,54,55,54,54,54,55,55,55,55,56,57,57,57,56,60,62,62,62,60,61,64,64,64,61,52,45,54,64,27,53,31,50,56,51,64,70,69,62,67,55,64,70,75,41,90,65,53,56,51,53,60,62,58,9,11,9,13,11,B
2411,62,2411,59,59,59,61,60,60,60,61,59,59,59,61,58,58,58,61,59,57,57,57,59,58,56,56,56,58,56,59,51,62,46,63,56,63,60,60,80,76,73,55,81,59,69,68,65,58,60,58,55,49,50,56,54,53,48,12,7,14,7,7,V
2412,62,2412,55,55,55,52,53,53,53,52,54,54,54,54,56,56,56,54,58,60,60,60,58,59,61,61,61,59,42,43,60,59,52,39,39,44,49,54,73,65,65,64,67,65,59,79,76,54,74,66,49,58,46,54,48,62,54,14,9,8,10,8,B
2413,62,2413,48,48,48,55,51,51,51,55,52,52,52,57,53,53,53,57,61,56,56,56,61,60,56,56,56,60,61,29,45,54,35,62,54,36,50,58,77,76,73,45,67,52,68,86,60,43,56,56,42,49,44,55,59,58,59,12,8,10,13,11,V
2414,62,2414,60,60,60,58,59,59,59,58,56,56,56,57,52,52,52,57,46,42,42,42,46,44,39,39,39,44,59,70,60,51,57,63,53,50,44,65,51,50,53,71,53,62,71,69,51,64,53,22,52,41,65,53,13,28,32,16,15,15,16,18,N
2415,62,2415,57,57,57,61,60,60,60,61,61,61,61,61,58,58,58,61,56,54,54,54,56,54,51,51,51,54,51,54,49,61,53,68,60,46,56,66,73,67,70,59,72,56,69,58,50,50,52,49,53,60,58,58,42,52,49,10,14,15,11,8,V
2416,62,2416,60,60,60,62,60,60,60,62,58,58,58,63,54,54,54,63,58,52,52,52,58,57,51,51,51,57,64,61,51,55,36,62,57,55,48,58,90,90,81,48,79,58,76,82,79,42,40,48,61,54,63,59,44,44,46,11,16,8,10,7,N
2417,62,2417,48,48,48,49,49,49,49,49,50,50,50,52,54,54,54,52,57,59,59,59,57,58,60,60,60,58,38,20,61,62,36,55,39,24,59,59,61,68,60,55,55,50,73,65,69,37,60,63,38,42,31,56,57,59,58,15,12,7,7,6,B
2418,62,2418,42,42,42,38,38,38,38,38,38,38,38,41,42,42,42,41,51,53,53,53,51,53,60,60,60,53,42,31,60,42,29,39,31,25,40,32,48,45,49,49,38,42,69,81,91,36,72,53,33,36,46,36,60,61,59,8,11,8,10,16,B
2419,62,2419,53,53,53,54,52,52,52,54,53,53,53,55,56,56,56,55,61,60,60,60,61,61,61,61,61,61,59,45,59,53,55,55,34,38,60,56,63,63,76,63,78,60,68,76,71,51,72,64,34,53,35,58,56,58,64,14,16,16,12,9,V
2420,62,2420,60,60,60,57,60,60,60,57,58,58,58,56,51,51,51,56,40,39,39,39,40,38,35,35,35,38,22,62,47,52,49,61,33,29,43,60,72,75,74,60,73,68,70,63,61,56,50,16,64,50,52,56,22,17,19,14,11,6,10,15,N
2421,62,2421,58,58,58,62,60,60,60,62,59,59,59,61,53,53,53,61,48,42,42,42,48,45,36,36,36,45,62,60,41,61,50,68,51,44,49,64,72,70,75,60,85,66,48,48,35,46,28,20,58,46,65,52,23,34,34,5,6,9,11,11,N
2422,62,2422,59,59,59,61,61,61,61,61,59,59,59,60,51,51,51,60,44,38,38,38,44,41,33,33,33,41,52,61,49,58,48,66,48,32,36,63,72,74,70,60,76,59,60,60,42,60,28,13,61,49,70,47,30,16,18,11,14,10,14,12,N
2423,62,2423,56,56,56,57,57,57,57,57,59,59,59,58,60,60,60,58,59,62,62,62,59,59,62,62,62,59,60,47,55,68,32,59,39,45,66,61,49,56,61,60,66,65,62,45,71,48,62,65,55,61,48,54,64,61,62,10,9,9,7,5,V
2424,62,2424,61,61,61,53,56,56,56,53,52,52,52,53,47,47,47,53,39,38,38,38,39,38,38,38,38,38,30,61,69,46,54,49,38,32,45,48,77,81,60,55,54,67,63,76,85,52,63,13,61,47,59,53,23,14,12,6,11,14,13,11,N
2425,62,2425,55,55,55,57,57,57,57,57,57,57,57,59,59,59,59,59,61,61,61,61,61,60,59,59,59,60,56,50,51,64,41,57,33,41,61,62,66,63,43,62,51,61,57,73,60,57,65,58,46,54,61,53,63,61,56,16,11,11,14,13,B
2426,62,2426,58,58,58,61,59,59,59,61,59,59,59,61,59,59,59,61,61,59,59,59,61,60,58,58,58,60,61,58,54,60,33,64,42,55,62,63,69,71,77,61,70,56,76,68,55,53,60,52,57,48,52,56,59,60,60,6,6,7,16,6,B
2427,62,2427,56,56,56,59,59,59,59,59,60,60,60,60,60,60,60,60,61,62,62,62,61,61,63,63,63,61,49,48,54,58,39,63,55,59,52,62,58,67,66,65,64,43,58,76,79,49,69,63,61,65,47,61,59,65,60,11,15,15,15,13,V
2428,62,2428,55,55,55,61,59,59,59,61,61,61,61,62,61,61,61,62,62,61,61,61,62,61,58,58,58,61,59,48,33,65,45,64,50,49,60,69,74,78,70,55,68,59,65,62,67,61,54,50,46,61,48,61,63,66,63,5,10,14,15,8,V
2429,62,2429,49,49,49,51,50,50,50,51,52,52,52,53,55,55,55,53,58,60,60,60,58,60,62,62,62,60,46,37,59,60,37,38,43,48,58,59,64,67,63,70,53,35,60,58,68,30,60,62,42,54,55,50,65,60,58,14,12,10,10,9,V
2430,62,2430,60,60,60,61,60,60,60,61,59,59,59,59,51,51,51,59,41,37,37,37,41,39,33,33,33,39,50,66,55,50,51,60,41,50,48,59,78,76,76,60,77,54,68,57,55,55,40,12,64,54,55,58,14,17,17,7,12,10,8,5,N
2431,62,2431,58,58,58,60,59,59,59,60,59,59,59,61,59,59,59,61,57,54,54,54,57,55,49,49,49,55,57,60,43,65,55,64,60,65,58,62,67,70,69,60,68,64,62,79,62,63,48,48,49,48,53,46,34,49,47,8,8,16,9,13,V
2432,62,2432,62,62,62,61,61,61,61,61,59,59,59,61,54,54,54,61,47,45,45,45,47,45,42,42,42,45,53,57,61,57,59,63,53,52,52,62,77,79,58,58,51,61,63,71,82,55,59,24,59,54,46,55,22,22,21,7,12,16,16,13,V
2433,62,2433,42,42,42,42,40,40,40,42,39,39,39,43,40,40,40,43,54,51,51,51,54,57,61,61,61,57,41,22,64,38,27,44,28,32,22,37,62,64,56,62,57,27,59,63,79,29,48,57,39,32,37,49,67,62,68,14,15,14,11,7,B
2434,62,2434,60,60,60,59,59,59,59,59,57,57,57,57,50,50,50,57,42,38,38,38,42,40,33,33,33,40,39,68,56,63,64,65,55,46,42,57,69,69,69,63,77,69,51,57,38,62,36,14,48,40,63,48,20,23,16,13,5,11,13,13,N
2435,62,2435,57,57,57,61,59,59,59,61,60,60,60,60,55,55,55,60,48,47,47,47,48,45,42,42,42,45,65,59,40,60,58,63,55,55,56,61,66,63,65,55,69,56,64,51,58,55,50,29,59,60,44,56,50,31,21,15,15,11,12,14,V
2436,62,2436,46,46,46,45,45,45,45,45,46,46,46,49,52,52,52,49,56,59,59,59,56,57,61,61,61,57,49,36,68,58,17,44,37,25,56,56,42,41,35,54,67,40,72,76,70,34,62,60,37,42,24,65,65,60,54,15,15,13,12,14,B
2437,62,2437,57,57,57,62,60,60,60,62,60,60,60,61,54,54,54,61,44,39,39,39,44,40,31,31,31,40,62,55,42,63,58,68,50,48,55,65,74,73,68,38,65,64,48,52,43,61,46,22,59,56,51,57,10,15,22,8,12,10,12,11,V
2438,62,2438,54,54,54,57,54,54,54,57,53,53,53,58,51,51,51,58,61,55,55,55,61,62,59,59,59,62,57,38,58,53,38,61,34,34,49,54,91,92,70,51,61,47,70,73,67,50,53,56,54,32,39,50,57,62,58,8,12,14,13,9,B
2439,62,2439,58,58,58,62,61,61,61,62,62,62,62,62,56,56,56,62,45,42,42,42,45,41,34,34,34,41,50,54,50,63,57,70,54,40,55,66,70,72,73,50,65,61,55,65,47,50,35,15,60,65,60,55,30,20,15,8,9,9,11,12,N
2440,62,2440,55,55,55,55,56,56,56,55,57,57,57,56,57,57,57,56,57,59,59,59,57,58,61,61,61,58,37,53,63,57,44,59,33,35,54,57,57,63,75,54,64,42,71,68,66,43,63,58,60,60,40,55,59,64,61,6,11,6,11,14,B
2441,62,2441,59,59,59,62,60,60,60,62,59,59,59,61,53,53,53,61,52,47,47,47,52,50,47,47,47,50,56,54,47,56,57,70,45,47,45,60,85,81,77,52,86,66,57,59,68,46,45,25,58,53,57,57,53,45,34,10,11,7,10,12,V
2442,62,2442,60,60,60,53,56,56,56,53,53,53,53,52,48,48,48,52,43,42,42,42,43,42,45,45,45,42,36,64,80,49,51,55,35,31,34,49,53,66,62,57,87,60,75,69,75,58,62,26,58,50,60,52,30,30,23,14,14,9,11,10,N
2443,62,2443,57,57,57,58,58,58,58,58,60,60,60,59,60,60,60,59,56,57,57,57,56,55,54,54,54,55,40,51,58,68,38,63,52,61,67,62,69,66,72,49,66,57,64,75,63,58,61,49,55,56,55,54,41,53,55,15,16,11,10,12,V
2444,62,2444,58,58,58,60,59,59,59,60,61,61,61,61,59,59,59,61,54,53,53,53,54,53,49,49,49,53,57,54,55,63,49,60,58,60,62,62,69,72,76,54,61,59,64,66,57,57,44,41,57,62,59,62,35,49,47,9,6,7,8,10,V
2445,62,2445,42,42,42,44,43,43,43,44,44,44,44,48,49,49,49,48,55,57,57,57,55,55,61,61,61,55,58,27,49,55,28,63,35,37,54,43,33,33,30,54,65,26,33,58,86,27,76,57,43,35,45,50,62,65,66,11,11,13,12,12,B
2446,62,2446,41,41,41,38,38,38,38,38,38,38,38,40,43,43,43,40,52,54,54,54,52,54,60,60,60,54,36,20,59,48,31,34,26,34,39,47,48,51,43,57,42,49,68,62,79,28,60,60,25,30,46,44,59,63,56,8,7,5,15,8,B
2447,62,2447,56,56,56,61,60,60,60,61,61,61,61,61,56,56,56,61,50,47,47,47,50,47,42,42,42,47,48,54,39,64,51,68,51,48,56,70,79,73,83,39,87,53,73,61,51,54,38,31,57,53,49,50,35,38,35,15,6,12,10,7,V
2448,62,2448,60,60,60,62,61,61,61,62,60,60,60,60,52,52,52,60,44,40,40,40,44,41,36,36,36,41,47,66,53,58,52,63,49,46,42,64,82,81,68,52,70,56,62,57,55,58,47,17,57,58,63,53,23,19,18,7,10,14,11,13,N
2449,62,2449,60,60,60,59,59,59,59,59,59,59,59,60,61,61,61,60,61,61,61,61,61,60,61,61,61,60,51,57,63,63,44,62,53,61,61,61,60,64,64,55,52,64,63,83,73,58,71,57,58,57,35,55,57,58,62,11,15,14,13,8,V
2450,62,2450,62,62,62,63,62,62,62,63,61,61,61,61,54,54,54,61,45,41,41,41,45,42,37,37,37,42,60,70,62,60,51,65,46,40,55,64,69,68,67,54,64,56,61,55,58,64,39,15,62,52,55,49,28,20,23,12,5,7,9,13,N
2451,62,2451,61,61,61,56,58,58,58,56,55,55,55,54,49,49,49,54,42,41,41,41,42,41,41,41,41,41,38,63,62,44,46,55,42,27,33,64,55,70,58,56,67,58,38,67,88,54,67,24,64,51,61,60,13,25,28,14,12,14,8,14,N
2452,62,2452,58,58,58,60,60,60,60,60,61,61,61,59,60,60,60,59,56,57,57,57,56,55,54,54,54,55,47,58,45,67,50,63,55,52,68,65,63,64,64,60,61,59,50,47,62,56,44,44,54,57,52,62,52,60,59,14,10,13,6,9,V
2453,62,2453,60,60,60,63,61,61,61,63,60,60,60,61,53,53,53,61,47,42,42,42,47,45,38,38,38,45,56,62,49,56,55,68,57,61,50,62,80,77,81,56,81,63,69,61,58,59,40,21,58,51,58,49,25,27,25,13,12,9,14,14,N
2454,62,2454,60,60,60,61,59,59,59,61,58,58,58,61,56,56,56,61,61,58,58,58,61,61,59,59,59,61,60,58,52,58,55,65,62,51,56,61,80,76,91,57,74,64,62,66,58,52,65,56,57,40,55,58,62,60,58,6,11,15,8,8,B
2455,62,2455,61,61,61,55,57,57,57,55,54,54,54,53,47,47,47,53,42,40,40,40,42,41,41,41,41,41,30,61,67,52,58,56,30,28,28,59,68,68,66,56,61,62,74,68,74,56,56,24,60,41,54,45,32,17,21,6,6,7,13,9,N
2456,62,2456,54,54,54,59,57,57,57,59,58,58,58,60,58,58,58,60,59,57,57,57,59,58,55,55,55,58,63,47,50,56,34,66,39,38,54,58,67,68,58,60,73,46,60,73,57,54,59,51,56,58,40,42,53,61,52,7,14,6,13,10,V
2457,62,2457,54,54,54,60,59,59,59,60,61,61,61,59,57,57,57,59,49,48,48,48,49,47,43,43,43,47,58,50,37,63,56,62,64,58,59,63,73,62,79,55,70,60,55,35,53,54,42,38,50,70,43,61,24,42,44,14,11,12,7,8,V
2458,62,2458,59,59,59,62,61,61,61,62,61,61,61,63,60,60,60,63,61,60,60,60,61,60,56,56,56,60,57,54,51,62,43,64,49,38,59,66,72,75,76,62,76,57,40,82,65,40,65,56,59,57,41,53,56,49,54,15,9,7,6,14,N
2459,62,2459,51,51,51,55,53,53,53,55,54,54,54,57,56,56,56,57,61,60,60,60,61,60,58,58,58,60,61,36,45,59,46,61,58,40,63,60,68,65,60,60,70,57,58,64,56,40,61,59,43,44,41,50,63,63,59,6,8,6,5,11,B
2460,62,2460,53,53,53,60,58,58,58,60,59,59,59,61,55,55,55,61,51,47,47,47,51,49,41,41,41,49,58,43,38,60,44,66,40,34,53,63,77,75,77,56,81,54,57,63,40,47,38,23,57,58,50,64,59,30,33,14,10,13,14,13,V
2461,62,2461,58,58,58,60,60,60,60,60,60,60,60,61,61,61,61,61,62,62,62,62,62,62,61,61,61,62,54,37,60,66,52,60,47,47,62,64,74,72,70,66,70,69,68,63,53,55,67,57,59,55,56,45,59,65,60,14,9,7,13,10,V
2462,62,2462,47,47,47,53,50,50,50,53,50,50,50,55,50,50,50,55,60,55,55,55,60,60,56,56,56,60,52,27,45,49,30,55,32,30,42,60,82,84,66,56,72,34,64,76,50,30,51,58,47,42,32,51,61,58,58,14,13,8,9,13,V
2463,62,2463,60,60,60,61,61,61,61,61,61,61,61,60,55,55,55,60,47,44,44,44,47,45,39,39,39,45,57,61,55,62,59,59,46,44,54,58,70,77,67,57,77,63,59,56,51,61,33,32,62,62,63,57,45,18,16,15,14,16,9,13,V
2464,62,2464,45,45,45,41,43,43,43,41,43,43,43,42,47,47,47,42,50,55,55,55,50,53,60,60,60,53,22,29,64,57,22,32,25,24,51,43,62,52,59,60,60,52,76,47,64,31,65,57,41,35,36,53,56,65,62,8,5,11,8,11,B
2465,62,2465,55,55,55,60,58,58,58,60,59,59,59,60,58,58,58,60,61,59,59,59,61,61,57,57,57,61,56,50,43,64,40,58,52,48,61,59,78,80,92,55,90,54,70,73,51,53,67,53,56,50,54,45,62,63,56,14,10,6,14,10,B
2466,62,2466,61,61,61,60,60,60,60,60,58,58,58,58,52,52,52,58,47,44,44,44,47,46,42,42,42,46,45,61,60,54,62,58,53,39,38,59,80,76,79,57,83,62,70,74,67,58,50,33,59,55,64,56,23,26,25,6,6,8,14,14,N
2467,62,2467,54,54,54,57,57,57,57,57,58,58,58,59,60,60,60,59,61,62,62,62,61,61,61,61,61,61,60,34,56,62,51,61,60,60,61,62,61,57,63,63,70,57,76,73,66,50,63,61,59,59,40,66,60,61,59,1,1,1,1,1,B
2468,62,2468,43,43,43,41,41,41,41,41,42,42,42,44,47,47,47,44,53,56,56,56,53,55,60,60,60,55,45,23,66,42,30,38,40,41,55,46,49,51,43,60,32,45,30,67,84,39,73,61,31,44,46,60,58,61,55,8,7,12,7,15,B
2469,62,2469,55,55,55,60,57,57,57,60,57,57,57,60,52,52,52,60,49,45,45,45,49,46,40,40,40,46,62,54,35,57,37,58,55,38,49,60,81,81,94,51,82,52,71,75,62,34,56,23,58,50,45,46,40,28,20,8,9,6,9,8,V
2470,62,2470,44,44,44,51,48,48,48,51,53,53,53,54,56,56,56,54,61,61,61,61,61,61,62,62,62,61,49,18,59,66,22,65,24,24,60,65,60,62,58,61,59,37,71,61,64,23,54,61,18,54,33,62,61,64,63,5,13,12,10,6,B
2471,62,2471,56,56,56,60,59,59,59,60,59,59,59,60,53,53,53,60,48,44,44,44,48,44,39,39,39,44,60,52,36,55,56,61,61,57,50,61,74,76,77,60,81,57,88,65,59,49,55,26,58,61,55,59,35,17,23,12,14,9,13,11,V
2472,62,2472,52,52,52,59,57,57,57,59,59,59,59,61,58,58,58,61,55,53,53,53,55,53,45,45,45,53,59,47,38,62,43,65,42,32,59,62,71,67,70,52,76,48,34,62,40,38,35,58,59,61,64,57,48,42,38,10,7,14,6,6,V
2473,62,2473,42,42,42,40,41,41,41,40,41,41,41,41,43,43,43,41,51,53,53,53,51,53,61,61,61,53,26,23,64,50,36,36,15,13,26,43,54,60,52,61,43,30,70,59,76,26,73,58,31,44,24,48,59,62,52,9,9,15,16,11,B
2474,62,2474,56,56,56,56,57,57,57,56,57,57,57,57,59,59,59,57,60,63,63,63,60,60,65,65,65,60,60,43,65,62,50,60,57,35,57,70,51,30,31,76,64,47,69,38,73,53,59,68,57,51,50,66,64,65,66,8,15,12,9,13,B
2475,62,2475,61,61,61,59,61,61,61,59,58,58,58,57,50,50,50,57,40,36,36,36,40,38,31,31,31,38,44,71,60,51,48,64,46,36,38,59,66,63,58,59,74,60,53,51,44,59,29,20,64,54,67,49,16,13,18,9,5,10,10,7,N
2476,62,2476,57,57,57,60,58,58,58,60,60,60,60,61,58,58,58,61,56,54,54,54,56,54,49,49,49,54,62,54,49,63,53,64,56,38,62,65,69,68,63,50,73,66,39,71,61,57,36,43,45,61,51,51,55,43,45,12,10,8,8,9,V
2477,62,2477,53,53,53,60,57,57,57,60,58,58,58,61,57,57,57,61,60,55,55,55,60,58,53,53,53,58,69,46,44,58,44,66,56,50,51,64,69,72,66,55,68,45,45,61,52,42,44,56,54,61,45,54,49,60,53,10,12,8,14,10,V
2478,62,2478,52,52,52,56,56,56,56,56,59,59,59,58,60,60,60,58,57,59,59,59,57,55,54,54,54,55,55,40,45,74,42,57,48,44,65,63,52,56,63,53,56,59,53,68,58,45,59,50,52,62,45,54,60,50,51,13,12,9,14,10,V
2479,62,2479,56,56,56,58,59,59,59,58,60,60,60,59,61,61,61,59,58,60,60,60,58,58,59,59,59,58,43,35,57,66,43,63,47,42,64,65,68,65,64,59,73,65,66,68,64,56,60,52,57,59,54,55,58,60,56,8,11,16,15,12,V
2480,62,2480,61,61,61,58,59,59,59,58,58,58,58,57,51,51,51,57,42,41,41,41,42,40,38,38,38,40,34,62,59,56,61,65,60,40,48,62,72,75,64,53,58,63,64,67,72,59,63,16,51,49,68,50,20,16,20,9,10,13,10,14,N
2481,62,2481,52,52,52,57,56,56,56,57,59,59,59,59,60,60,60,59,62,62,62,62,62,62,58,58,58,62,46,33,47,64,62,61,40,42,61,59,75,69,77,67,78,50,64,71,42,46,58,70,53,58,45,62,54,63,61,8,6,12,6,8,V
2482,62,2482,61,61,61,57,59,59,59,57,56,56,56,55,47,47,47,55,38,34,34,34,38,36,33,33,33,36,28,67,58,50,43,63,42,32,31,62,75,75,57,56,61,61,67,51,61,51,27,12,58,45,67,45,16,20,12,9,6,7,13,9,N
2483,62,2483,61,61,61,59,60,60,60,59,58,58,58,57,52,52,52,57,47,46,46,46,47,46,46,46,46,46,40,63,57,53,60,60,58,40,35,58,71,71,71,60,66,64,73,58,61,58,67,43,60,57,60,62,22,36,32,15,11,11,8,12,N
2484,62,2484,59,59,59,63,61,61,61,63,60,60,60,61,51,51,51,61,45,39,39,39,45,43,34,34,34,43,55,63,45,55,52,68,56,28,38,68,85,77,83,54,72,55,51,55,49,46,42,19,55,53,58,60,18,24,22,15,11,16,8,13,V
2485,62,2485,57,57,57,59,60,60,60,59,61,61,61,60,60,60,60,60,57,58,58,58,57,55,54,54,54,55,43,54,39,67,38,63,54,29,64,63,69,64,65,61,70,63,61,69,55,56,62,39,57,58,41,58,64,55,52,10,6,14,8,6,V
2486,62,2486,63,63,63,60,61,61,61,60,59,59,59,59,54,54,54,59,49,47,47,47,49,46,45,45,45,46,55,65,59,58,62,59,64,57,42,60,64,65,71,63,63,79,66,69,72,66,72,36,59,54,63,52,33,27,21,15,8,6,10,10,N
2487,62,2487,51,51,51,49,50,50,50,49,50,50,50,51,53,53,53,51,57,58,58,58,57,58,61,61,61,58,43,34,66,59,36,42,39,33,53,48,66,59,57,55,61,53,67,68,77,37,53,65,54,53,38,47,50,65,61,11,7,9,13,10,B
2488,62,2488,47,47,47,52,49,49,49,52,50,50,50,54,52,52,52,54,61,57,57,57,61,61,59,59,59,61,63,30,52,56,26,57,52,44,49,53,63,68,46,63,62,32,57,67,64,45,53,58,45,37,42,44,59,61,64,13,10,9,11,13,B
2489,62,2489,48,48,48,55,51,51,51,55,52,52,52,57,51,51,51,57,61,55,55,55,61,60,55,55,55,60,64,29,39,53,25,55,58,22,42,57,79,79,77,55,80,43,84,76,53,23,56,58,57,44,24,56,54,58,55,12,12,7,6,14,B
2490,62,2490,44,44,44,46,45,45,45,46,45,45,45,49,48,48,48,49,58,57,57,57,58,59,61,61,61,59,40,23,61,47,25,56,42,36,45,52,64,65,55,61,61,37,67,78,67,23,61,62,33,33,39,55,57,64,65,11,15,13,12,13,B
2491,62,2491,59,59,59,59,59,59,59,59,60,60,60,60,61,61,61,60,59,59,59,59,59,57,56,56,56,57,64,55,56,62,54,57,59,62,61,60,58,54,64,57,70,67,71,82,71,69,60,52,59,64,51,49,54,53,51,14,14,8,15,14,V
