id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
1777,59,2797,56,56,56,57,56,56,56,57,56,56,56,58,52,52,52,58,47,43,43,43,47,45,37,37,37,45,62,57,44,59,62,53,59,42,58,61,70,72,52,49,81,68,48,53,43,46,31,25,54,51,60,55,29,35,31,12,7,6,7,6,V
1778,59,2799,56,56,56,58,58,58,58,58,58,58,58,58,54,54,54,58,44,42,42,42,44,41,34,34,34,41,56,59,41,59,52,59,61,64,54,61,64,61,56,52,50,65,41,62,48,63,41,25,55,56,47,44,23,24,16,16,15,14,7,12,V
1779,59,2800,48,48,48,51,51,51,51,51,52,52,52,53,54,54,54,53,56,57,57,57,56,56,57,57,57,56,40,32,51,61,29,59,40,41,53,62,66,55,67,61,69,50,60,64,65,30,58,54,35,47,43,46,52,58,57,14,9,15,6,8,V
1780,59,2801,53,53,53,57,56,56,56,57,56,56,56,57,52,52,52,57,49,45,45,45,49,47,41,41,41,47,53,52,42,60,50,65,47,40,46,62,68,64,62,42,63,56,54,59,47,41,37,26,54,55,51,57,31,41,47,11,9,7,13,11,V
1781,59,2802,55,55,55,52,55,55,55,52,56,56,56,53,58,58,58,53,51,57,57,57,51,51,57,57,57,51,51,51,58,67,45,52,55,50,60,58,35,38,34,61,60,67,68,40,74,59,64,56,50,64,67,60,60,46,45,9,13,12,7,10,V
1782,59,2807,55,55,55,57,57,57,57,57,58,58,58,57,57,57,57,57,51,52,52,52,51,50,48,48,48,50,52,52,48,62,51,60,56,52,63,62,57,59,70,60,68,63,56,54,54,46,47,33,48,62,55,64,45,48,47,11,12,7,9,15,V
1783,59,2808,56,56,56,59,57,57,57,59,55,55,55,58,48,48,48,58,43,37,37,37,43,41,32,32,32,41,58,59,36,48,42,60,57,51,46,60,81,84,73,45,64,59,43,57,58,38,36,19,57,51,49,54,15,21,22,14,9,15,11,8,N
1784,59,2809,53,53,53,55,55,55,55,55,57,57,57,55,58,58,58,55,53,56,56,56,53,53,54,54,54,53,49,39,59,67,45,49,39,39,59,66,61,54,62,63,70,49,55,44,70,49,56,54,49,62,39,62,40,49,49,7,11,6,9,9,V
1785,59,2810,45,45,45,49,48,48,48,49,50,50,50,52,53,53,53,52,58,58,58,58,58,58,56,56,56,58,39,26,43,54,34,53,36,34,47,57,65,67,66,61,69,42,59,86,53,37,72,66,36,47,40,60,55,55,53,6,6,14,13,7,V
1786,59,2812,60,60,60,56,58,58,58,56,57,57,57,57,58,58,58,57,57,58,58,58,57,57,58,58,58,57,37,63,63,61,44,53,39,33,55,54,64,63,77,61,73,59,74,92,72,49,66,54,63,53,64,55,55,49,52,11,13,14,7,10,V
1787,59,2815,53,53,53,58,55,55,55,58,57,57,57,57,56,56,56,57,55,54,54,54,55,54,52,52,52,54,70,49,45,64,48,59,72,69,60,59,64,60,63,52,63,57,57,40,60,60,59,53,47,55,57,57,37,57,55,15,10,14,5,8,V
1788,59,2816,56,56,56,61,58,58,58,61,59,59,59,61,54,54,54,61,51,48,48,48,51,49,45,45,45,49,59,50,45,60,35,65,46,38,54,68,78,79,89,47,86,54,55,55,65,39,65,32,54,55,42,50,26,38,41,6,12,7,7,10,N
1789,59,2821,53,53,53,56,56,56,56,56,58,58,58,57,58,58,58,57,55,55,55,55,55,54,53,53,53,54,49,36,53,65,45,59,42,40,60,62,61,63,65,56,61,59,55,55,59,44,58,48,53,63,54,53,38,54,59,14,7,13,11,12,V
1790,59,2824,53,53,53,59,57,57,57,59,57,57,57,58,50,50,50,58,47,41,41,41,47,44,36,36,36,44,52,55,33,54,43,66,46,45,45,60,77,75,74,45,76,49,60,54,43,51,33,29,56,52,40,45,32,26,35,13,10,7,9,10,N
1791,59,2827,46,46,46,50,49,49,49,50,52,52,52,53,55,55,55,53,56,58,58,58,56,55,55,55,55,55,42,25,49,65,25,53,36,31,56,58,58,65,66,56,83,46,41,64,64,33,65,59,40,52,44,49,46,57,53,6,14,12,10,12,V
1792,59,2828,58,58,58,51,53,53,53,51,50,50,50,50,45,45,45,50,39,38,38,38,39,38,40,40,40,38,30,65,70,48,49,47,31,24,33,51,61,65,49,53,50,50,62,63,81,46,54,17,57,42,57,55,17,25,25,12,6,15,11,6,N
1793,59,2831,57,57,57,56,57,57,57,56,55,55,55,55,49,49,49,55,43,40,40,40,43,41,36,36,36,41,35,60,53,51,50,63,48,30,47,57,73,75,71,55,71,56,53,60,60,53,28,33,50,46,61,47,26,12,21,7,13,6,12,8,N
1794,59,2836,58,58,58,50,54,54,54,50,50,50,50,49,43,43,43,49,35,33,33,33,35,34,32,32,32,34,22,64,58,51,47,45,31,23,21,53,61,69,51,53,60,63,59,56,63,42,34,16,61,43,61,54,10,17,14,12,15,8,9,14,N
1795,59,2837,55,55,55,59,57,57,57,59,58,58,58,57,51,51,51,57,45,44,44,44,45,42,41,41,41,42,50,54,41,55,41,63,39,30,51,60,72,75,80,56,71,50,56,45,71,48,51,24,54,54,50,55,42,24,21,11,9,6,15,5,V
1796,59,2838,58,58,58,57,57,57,57,57,54,54,54,56,47,47,47,56,42,35,35,35,42,40,32,32,32,40,45,68,57,41,42,62,35,50,35,51,72,76,60,65,75,51,63,70,47,47,34,17,55,49,67,55,13,18,20,9,9,14,12,5,N
1797,59,2840,59,59,59,59,59,59,59,59,57,57,57,58,49,49,49,58,44,39,39,39,44,41,36,36,36,41,50,61,55,53,40,56,43,34,30,57,76,77,75,51,65,65,61,80,65,50,63,18,62,57,55,52,18,13,19,12,9,5,9,14,N
1798,59,2842,57,57,57,52,53,53,53,52,49,49,49,50,41,41,41,50,38,34,34,34,38,36,36,36,36,36,32,60,55,38,48,62,35,31,24,49,63,72,56,48,49,64,54,64,76,51,58,18,58,35,46,44,24,17,17,13,13,13,10,10,N
1799,59,2843,50,50,50,53,52,52,52,53,55,55,55,54,58,58,58,54,56,59,59,59,56,56,56,56,56,56,46,44,41,67,51,56,36,37,64,57,58,60,53,57,65,65,63,60,61,61,63,55,23,63,36,59,53,59,58,8,7,8,14,6,V
1800,59,2844,57,57,57,51,54,54,54,51,51,51,51,49,43,43,43,49,34,32,32,32,34,33,34,34,34,33,28,60,65,42,50,60,40,32,30,48,55,61,51,56,33,57,70,46,83,60,32,13,55,50,68,42,13,14,18,7,9,14,11,12,N
1801,59,2845,56,56,56,57,58,58,58,57,57,57,57,57,55,55,55,57,48,49,49,49,48,46,44,44,44,46,41,51,47,64,45,61,46,43,52,59,68,66,55,57,71,58,63,59,48,48,63,44,59,51,49,51,32,34,28,10,15,10,14,11,V
1802,59,2846,55,55,55,58,55,55,55,58,55,55,55,57,50,50,50,57,49,45,45,45,49,48,44,44,44,48,59,47,49,51,49,62,46,38,51,57,81,89,80,44,59,54,40,48,79,45,45,29,51,53,60,52,34,39,38,12,9,12,9,11,V
1803,59,2848,55,55,55,59,58,58,58,59,57,57,57,58,51,51,51,58,44,40,40,40,44,42,35,35,35,42,52,54,42,55,47,62,57,46,49,58,74,72,72,57,80,58,49,48,43,50,43,19,58,54,53,60,24,25,28,14,12,10,6,9,N
1804,59,2849,54,54,54,56,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,56,55,53,53,53,55,45,49,41,60,42,55,47,45,58,60,69,64,64,62,66,54,58,66,62,48,37,56,54,54,41,57,57,53,45,15,16,10,7,13,V
1805,59,2850,57,57,57,56,56,56,56,56,55,55,55,56,49,49,49,56,41,38,38,38,41,39,36,36,36,39,45,57,56,52,55,54,51,43,45,55,76,76,69,53,67,58,79,67,69,50,51,13,55,52,57,58,20,17,17,8,10,5,10,7,N
1806,59,2851,53,53,53,56,56,56,56,56,58,58,58,57,57,57,57,57,55,56,56,56,55,55,54,54,54,55,48,42,46,63,30,58,37,35,59,64,62,67,71,55,76,53,61,56,62,48,62,46,52,60,38,45,50,55,56,7,11,13,13,5,V
1807,59,2853,54,54,54,60,58,58,58,60,59,59,59,60,53,53,53,60,47,43,43,43,47,44,37,37,37,44,54,48,38,60,47,67,49,35,45,62,79,74,90,55,89,56,79,66,45,42,43,19,52,57,51,57,34,30,19,9,9,10,7,12,N
1808,58,2854,51,51,51,54,53,53,53,54,55,55,55,55,56,56,56,55,56,56,56,56,56,56,55,55,55,56,51,31,50,63,38,58,52,41,60,60,60,63,60,55,71,59,62,59,55,50,58,48,50,53,46,56,53,59,58,10,14,15,10,12,V
1809,58,2855,56,56,56,54,56,56,56,54,54,54,54,52,47,47,47,52,38,36,36,36,38,36,34,34,34,36,31,57,57,50,49,56,52,39,39,57,69,72,72,49,75,57,62,51,56,56,43,18,57,47,65,44,16,21,13,8,12,13,8,10,N
1810,58,2856,57,57,57,53,55,55,55,53,53,53,53,52,48,48,48,52,38,37,37,37,38,36,33,33,33,36,34,61,61,60,55,57,49,29,40,56,51,61,58,51,61,60,57,59,62,45,28,20,51,46,57,49,18,15,12,6,15,13,9,7,N
1811,58,2857,56,56,56,53,54,54,54,53,52,52,52,51,45,45,45,51,40,37,37,37,40,39,38,38,38,39,33,61,56,50,40,58,41,33,28,52,65,65,66,51,70,64,67,52,66,51,33,25,51,44,55,43,29,24,23,10,11,10,7,14,N
1812,58,2859,56,56,56,58,57,57,57,58,55,55,55,56,48,48,48,56,44,39,39,39,44,41,36,36,36,41,49,60,36,56,44,67,39,38,34,62,69,71,68,47,72,61,46,57,56,50,44,18,52,40,51,61,24,31,24,8,6,9,13,7,N
1813,58,2860,53,53,53,58,56,56,56,58,56,56,56,57,50,50,50,57,41,36,36,36,41,37,27,27,27,37,57,57,32,55,48,62,64,66,45,60,70,66,76,43,83,60,34,59,38,59,36,19,52,52,51,54,12,15,13,13,10,12,13,12,V
1814,58,2861,51,51,51,55,54,54,54,55,55,55,55,56,53,53,53,56,55,53,53,53,55,54,52,52,52,54,51,38,48,60,31,56,37,38,49,57,74,74,68,54,71,48,62,56,58,35,55,52,56,55,38,42,46,50,49,12,9,7,14,12,V
1815,58,2862,57,57,57,54,56,56,56,54,53,53,53,52,47,47,47,52,38,34,34,34,38,37,32,32,32,37,39,60,67,48,45,56,39,38,34,53,64,63,51,59,78,56,68,54,37,61,29,18,57,50,67,53,15,20,15,7,14,8,9,13,N
1816,58,2863,55,55,55,57,56,56,56,57,57,57,57,57,56,56,56,57,55,55,55,55,55,55,55,55,55,55,51,46,54,63,52,58,62,48,60,60,64,67,83,60,80,51,71,57,70,45,62,45,56,50,47,44,49,50,57,14,13,5,13,6,V
1817,58,2864,53,53,53,56,56,56,56,56,58,58,58,57,57,57,57,57,52,51,51,51,52,50,45,45,45,50,48,48,34,67,46,57,53,40,66,62,65,68,67,50,75,71,43,52,42,62,37,34,44,55,44,63,48,48,47,15,11,15,7,8,V
1818,58,2869,51,51,51,51,52,52,52,51,52,52,52,53,54,54,54,53,55,57,57,57,55,56,57,57,57,56,45,40,54,60,38,52,41,47,57,58,57,55,59,60,66,57,63,54,50,37,63,54,50,46,49,57,55,59,62,13,8,6,6,10,V
1819,58,2870,56,56,56,52,54,54,54,52,53,53,53,51,47,47,47,51,39,38,38,38,39,37,39,39,39,37,29,51,63,53,49,57,31,28,28,64,54,58,54,51,49,56,70,58,86,41,40,17,53,50,53,62,23,20,20,13,10,7,6,7,N
1820,58,2871,55,55,55,57,56,56,56,57,56,56,56,57,49,49,49,57,43,39,39,39,43,40,35,35,35,40,54,55,52,53,45,57,45,39,41,57,71,73,68,52,73,51,72,63,52,53,56,17,57,56,62,55,23,17,17,14,15,7,15,7,V
1821,58,2873,57,57,57,52,54,54,54,52,50,50,50,50,43,43,43,50,40,37,37,37,40,39,40,40,40,39,31,57,63,45,54,56,51,24,22,55,66,65,52,49,56,66,65,55,64,46,49,16,53,45,55,49,40,26,24,11,6,12,8,13,N
1822,58,2874,53,53,53,57,56,56,56,57,56,56,56,57,51,51,51,57,44,41,41,41,44,42,35,35,35,42,54,53,39,56,48,62,54,48,51,59,69,67,60,54,65,51,44,47,45,53,37,27,52,53,52,56,24,27,25,7,12,13,9,10,V
1823,58,2875,57,57,57,52,54,54,54,52,51,51,51,50,44,44,44,50,36,34,34,34,36,35,33,33,33,35,27,63,58,49,48,56,32,30,26,52,63,64,62,55,64,63,54,57,57,49,35,11,52,43,64,58,26,18,12,16,7,7,10,7,N
1824,58,2876,56,56,56,57,58,58,58,57,58,58,58,57,57,57,57,57,51,52,52,52,51,51,49,49,49,51,50,54,52,66,53,64,59,54,65,62,59,64,56,54,67,67,55,35,51,50,42,36,48,56,59,64,42,55,52,5,9,7,8,6,V
1825,58,2877,45,45,45,49,49,49,49,49,52,52,52,52,56,56,56,52,56,59,59,59,56,55,56,56,56,55,35,29,40,63,25,51,34,39,61,59,61,63,59,56,65,48,71,69,59,42,58,63,30,58,41,60,58,59,46,14,11,10,11,8,V
1826,58,2878,53,53,53,57,56,56,56,57,57,57,57,57,56,56,56,57,55,53,53,53,55,54,49,49,49,54,52,50,44,61,48,59,50,52,54,57,68,67,78,50,76,53,53,67,51,54,39,53,55,56,51,56,44,52,47,15,10,14,15,9,V
1827,58,2879,57,57,57,54,56,56,56,54,53,53,53,52,47,47,47,52,38,35,35,35,38,37,33,33,33,37,37,64,68,52,47,57,44,34,36,54,60,62,52,51,74,58,65,53,40,61,31,17,53,50,66,47,29,13,15,15,12,10,6,7,N
1828,58,2880,57,57,57,51,54,54,54,51,51,51,51,49,46,46,46,49,40,40,40,40,40,39,42,42,42,39,27,62,63,52,48,52,33,36,28,52,54,58,46,51,48,60,62,55,71,53,56,21,55,49,60,53,27,30,30,15,10,16,14,8,N
1829,58,2882,57,57,57,56,55,55,55,56,54,54,54,55,47,47,47,55,42,40,40,40,42,40,39,39,39,40,53,58,55,53,47,56,59,37,45,53,75,68,67,55,69,55,68,51,70,53,62,17,54,46,62,51,30,19,20,14,13,12,13,6,N
1830,58,2884,48,48,48,55,54,54,54,55,56,56,56,57,54,54,54,57,51,49,49,49,51,49,43,43,43,49,42,41,35,58,44,62,47,41,55,59,74,75,68,52,81,44,53,66,36,37,48,31,44,62,46,56,44,43,42,8,9,13,7,9,V
1831,58,2885,57,57,57,59,58,58,58,59,58,58,58,59,56,56,56,59,55,53,53,53,55,54,52,52,52,54,56,57,53,60,45,58,59,53,62,62,75,69,70,53,69,53,65,59,49,50,65,38,57,54,54,47,51,51,51,10,10,6,8,8,V
1832,58,2886,57,57,57,52,54,54,54,52,51,51,51,50,42,42,42,50,36,31,31,31,36,35,32,32,32,35,23,61,54,41,56,52,42,32,24,50,77,81,60,52,55,57,67,60,71,56,26,12,54,46,58,57,20,12,13,9,10,14,9,14,N
1833,58,2887,59,59,59,59,60,60,60,59,60,60,60,58,57,57,57,58,53,54,54,54,53,53,54,54,54,53,43,61,54,64,39,56,36,37,59,55,76,74,73,56,80,58,66,42,58,57,60,45,64,61,51,44,56,53,50,6,10,14,13,16,V
1834,58,2888,57,57,57,54,55,55,55,54,52,52,52,52,45,45,45,52,42,39,39,39,42,40,39,39,39,40,41,64,53,46,34,55,37,27,26,56,64,68,68,51,66,59,68,69,69,48,55,25,56,44,54,51,39,16,16,10,5,7,8,14,N
1835,58,2889,55,55,55,55,56,56,56,55,57,57,57,55,56,56,56,55,53,54,54,54,53,52,52,52,52,52,42,48,49,59,41,53,40,40,59,59,67,69,72,55,66,60,59,62,65,61,68,56,51,56,58,47,43,44,42,14,12,13,10,6,V
1836,58,2890,52,52,52,57,55,55,55,57,55,55,55,56,50,50,50,56,45,41,41,41,45,44,37,37,37,44,46,51,41,51,45,61,50,39,53,57,82,74,80,46,73,45,58,57,45,47,37,24,53,53,44,57,28,31,34,14,14,11,8,14,V
1837,58,2891,52,52,52,56,55,55,55,56,56,56,56,57,52,52,52,57,48,45,45,45,48,47,40,40,40,47,43,50,36,61,35,59,41,36,57,56,80,72,72,53,79,54,58,57,42,33,38,22,53,52,40,57,36,38,43,7,7,9,10,5,V
1838,58,2893,56,56,56,54,55,55,55,54,52,52,52,52,43,43,43,52,39,33,33,33,39,38,32,32,32,38,28,63,51,45,36,48,42,25,29,51,92,91,69,47,58,53,64,60,58,43,23,14,56,46,54,42,32,14,12,14,13,11,6,7,N
1839,58,2894,56,56,56,54,56,56,56,54,55,55,55,54,50,50,50,54,40,38,38,38,40,38,33,33,33,38,39,58,52,54,39,49,43,36,43,57,64,56,59,61,62,56,61,65,66,57,28,15,57,55,68,57,15,16,21,6,10,8,11,14,N
1840,58,2897,57,57,57,53,55,55,55,53,53,53,53,52,47,47,47,52,38,36,36,36,38,36,34,34,34,36,30,55,54,51,47,56,33,28,32,57,68,67,57,54,47,59,62,56,73,46,31,17,56,51,66,51,18,17,16,8,13,13,9,11,N
1841,58,2898,56,56,56,58,56,56,56,58,56,56,56,58,53,53,53,58,49,45,45,45,49,47,40,40,40,47,60,59,50,60,50,57,55,64,54,60,69,67,66,45,62,64,50,67,56,55,33,25,50,52,60,50,24,40,40,9,13,10,10,7,N
1842,58,2899,52,52,52,56,55,55,55,56,56,56,56,57,52,52,52,57,47,43,43,43,47,44,35,35,35,44,47,52,37,60,47,58,43,38,53,60,68,69,80,47,94,59,48,75,29,40,33,22,53,53,59,59,42,27,26,9,14,13,8,7,V
1843,58,2901,53,53,53,54,55,55,55,54,56,56,56,55,57,57,57,55,52,54,54,54,52,51,51,51,51,51,42,49,42,65,32,52,63,55,62,55,59,61,65,55,67,62,63,66,62,58,65,42,53,57,65,52,46,47,50,13,10,13,14,12,V
1844,58,2902,51,51,51,57,56,56,56,57,57,57,57,56,50,50,50,56,44,41,41,41,44,41,34,34,34,41,54,50,26,58,52,64,55,52,45,61,66,64,73,55,74,53,42,37,34,39,30,25,53,55,59,56,40,25,25,5,6,5,8,14,N
1845,58,2903,58,58,58,58,57,57,57,58,55,55,55,56,48,48,48,56,43,41,41,41,43,41,40,40,40,41,49,62,53,47,44,60,32,32,47,59,74,70,69,56,71,55,68,54,67,49,47,19,59,47,61,42,58,16,13,8,14,6,11,13,V
1846,58,2904,55,55,55,56,56,56,56,56,56,56,56,57,54,54,54,57,48,49,49,49,48,47,46,46,46,47,51,47,56,56,49,59,70,58,63,58,68,79,59,60,56,65,73,67,70,58,79,23,38,57,47,55,46,26,29,14,5,14,15,8,V
1847,58,2906,54,54,54,57,55,55,55,57,55,55,55,57,51,51,51,57,47,43,43,43,47,46,40,40,40,46,58,56,52,56,43,60,45,35,51,59,66,73,49,43,47,51,64,51,40,41,45,23,56,52,41,50,31,41,36,11,9,13,8,12,V
1848,58,2908,57,57,57,58,57,57,57,58,57,57,57,58,56,56,56,58,56,53,53,53,56,55,51,51,51,55,46,52,49,53,46,59,68,65,50,56,71,78,68,65,62,51,60,81,68,52,54,55,58,52,58,52,21,52,53,15,8,13,10,12,V
1849,58,2910,51,51,51,55,54,54,54,55,56,56,56,57,57,57,57,57,55,56,56,56,55,54,51,51,51,54,51,45,42,65,37,57,41,37,64,58,69,63,68,54,67,52,51,65,58,41,54,53,45,56,32,63,49,48,46,9,11,9,12,13,V
1850,58,2913,56,56,56,58,57,57,57,58,55,55,55,57,49,49,49,57,45,38,38,38,45,42,36,36,36,42,57,57,59,54,43,59,53,41,30,58,73,72,70,55,79,56,70,70,60,52,35,19,48,56,66,45,22,20,16,7,6,11,11,14,N
1851,58,2914,49,49,49,52,51,51,51,52,53,53,53,53,54,54,54,53,55,56,56,56,55,55,56,56,56,55,43,32,48,59,42,56,38,41,55,57,64,62,65,55,72,49,56,54,65,36,53,56,48,54,50,55,56,58,57,12,9,15,14,7,V
1852,58,2915,53,53,53,55,55,55,55,55,56,56,56,56,56,56,56,56,52,53,53,53,52,51,49,49,49,51,52,51,44,61,42,56,44,50,63,58,62,61,61,55,62,59,54,47,45,44,52,52,51,58,61,49,47,49,43,13,15,14,8,9,V
1853,58,2916,55,55,55,58,57,57,57,58,57,57,57,59,54,54,54,59,48,45,45,45,48,46,39,39,39,46,56,54,42,61,48,60,52,45,55,61,69,68,64,52,72,59,57,65,54,46,47,24,53,54,45,59,23,31,40,5,6,12,5,6,N
1854,58,2918,54,54,54,58,56,56,56,58,57,57,57,59,54,54,54,59,55,52,52,52,55,54,51,51,51,54,62,54,36,53,45,58,39,50,51,60,74,77,68,52,72,46,80,66,72,41,52,44,52,61,46,58,48,48,46,13,16,13,12,14,V
1855,58,2923,57,57,57,55,56,56,56,55,54,54,54,54,47,47,47,54,39,38,38,38,39,38,36,36,36,38,33,55,53,47,44,54,31,34,43,47,81,78,64,64,68,53,64,53,63,49,50,20,61,53,50,58,22,18,15,15,9,7,13,13,N
1856,57,2927,49,49,49,54,53,53,53,54,56,56,56,55,56,56,56,55,52,54,54,54,52,52,53,53,53,52,46,32,51,68,31,60,39,44,62,62,64,65,66,54,79,56,62,36,58,47,64,44,36,58,43,55,45,53,54,6,14,12,7,9,V
1857,57,2931,54,54,54,54,54,54,54,54,56,56,56,54,55,55,55,54,50,53,53,53,50,51,53,53,53,51,44,50,59,63,59,52,45,47,56,60,66,64,48,54,47,53,61,51,71,54,63,30,38,63,41,39,47,56,47,9,8,14,13,12,V
1858,57,2932,51,51,51,52,52,52,52,52,53,53,53,54,54,54,54,54,54,56,56,56,54,55,56,56,56,55,45,38,48,61,34,59,36,33,57,57,62,63,53,53,46,53,56,52,76,29,56,51,47,52,45,51,48,58,61,9,7,13,9,14,V
1859,57,2933,51,51,51,53,51,51,51,53,53,53,53,54,54,54,54,54,55,55,55,55,55,54,55,55,55,54,48,42,55,68,39,57,44,42,57,58,62,64,64,51,67,49,70,56,77,45,58,52,36,45,46,47,40,51,59,10,8,11,11,14,V
1860,57,2934,52,52,52,57,55,55,55,57,56,56,56,56,50,50,50,56,45,40,40,40,45,43,35,35,35,43,49,49,36,54,55,64,45,37,46,59,77,67,90,52,83,54,45,47,37,44,45,24,51,50,53,50,14,34,37,9,15,14,13,10,V
1861,57,2935,53,53,53,57,55,55,55,57,54,54,54,56,49,49,49,56,52,47,47,47,52,51,46,46,46,51,55,52,43,52,46,60,55,38,40,57,79,79,72,43,80,56,57,49,38,43,43,49,53,50,50,60,46,45,42,5,10,15,6,6,V
1862,57,2936,53,53,53,56,55,55,55,56,56,56,56,58,56,56,56,58,57,56,56,56,57,56,54,54,54,56,56,42,48,59,42,55,42,38,57,60,74,68,69,58,69,55,65,70,64,40,58,51,52,55,34,39,51,53,49,8,13,7,9,10,V
1863,57,2937,55,55,55,54,54,54,54,54,55,55,55,55,56,56,56,55,54,55,55,55,54,54,54,54,54,54,57,55,57,58,42,53,53,55,56,58,51,54,59,47,51,57,49,68,77,57,60,58,53,55,56,54,36,53,53,7,6,11,16,15,V
1864,57,2938,56,56,56,54,56,56,56,54,55,55,55,54,53,53,53,54,45,47,47,47,45,44,43,43,43,44,39,59,53,58,31,51,38,32,51,55,60,61,53,60,58,58,62,56,65,45,53,49,56,56,40,55,23,28,25,6,12,14,8,6,N
1865,57,2940,50,50,50,54,53,53,53,54,56,56,56,54,52,52,52,54,45,46,46,46,45,44,43,43,43,44,45,43,44,55,52,57,49,45,56,59,71,62,72,53,67,51,52,31,53,40,41,34,41,68,44,60,33,45,34,13,11,12,13,13,V
1866,57,2942,53,53,53,54,54,54,54,54,55,55,55,55,55,55,55,55,52,53,53,53,52,52,51,51,51,52,39,49,51,63,42,59,41,34,58,63,63,65,62,50,64,52,62,63,73,47,41,43,40,50,44,61,39,54,49,8,8,11,13,8,V
1867,57,2944,55,55,55,57,57,57,57,57,57,57,57,58,56,56,56,58,55,54,54,54,55,55,53,53,53,55,46,44,53,60,37,59,41,34,58,60,75,79,76,54,74,55,72,65,58,43,61,48,56,53,42,52,53,48,45,11,14,7,7,13,V
1868,57,2945,54,54,54,57,56,56,56,57,55,55,55,56,51,51,51,56,46,43,43,43,46,44,38,38,38,44,60,59,39,53,50,60,52,40,59,62,67,61,47,51,71,66,33,32,35,46,31,25,50,51,61,45,50,32,32,9,10,7,7,6,V
1869,57,2948,51,51,51,57,55,55,55,57,55,55,55,56,48,48,48,56,45,40,40,40,45,43,36,36,36,43,50,49,32,51,38,62,37,31,49,63,75,82,76,49,78,54,60,31,38,33,30,16,49,54,50,45,41,30,39,10,13,12,11,13,V
1870,57,2949,55,55,55,56,56,56,56,56,55,55,55,54,48,48,48,54,37,35,35,35,37,35,29,29,29,35,39,62,47,48,52,62,46,41,45,59,64,59,67,56,73,56,56,50,41,55,41,17,52,50,54,51,13,15,12,13,13,6,15,11,N
1871,57,2950,56,56,56,57,57,57,57,57,57,57,57,58,56,56,56,58,53,51,51,51,53,51,47,47,47,51,55,59,46,58,40,56,42,44,59,57,64,65,51,52,73,60,60,68,46,50,52,39,60,58,34,40,48,44,46,6,10,10,13,13,V
1872,57,2952,54,54,54,55,55,55,55,55,55,55,55,56,54,54,54,56,53,52,52,52,53,53,52,52,52,53,48,42,60,58,35,58,41,51,55,56,68,68,59,51,66,61,63,59,57,50,63,49,54,56,57,49,43,47,49,13,10,9,5,6,V
1873,57,2953,49,49,49,57,53,53,53,57,54,54,54,56,46,46,46,56,43,37,37,37,43,40,31,31,31,40,54,45,29,52,38,62,58,40,49,60,87,88,86,37,80,53,40,47,43,40,31,16,42,48,43,47,25,24,23,10,13,12,13,6,V
1874,57,2955,51,51,51,55,55,55,55,55,55,55,55,55,52,52,52,55,46,44,44,44,46,44,39,39,39,44,47,47,42,53,50,65,51,51,53,67,62,63,58,54,87,60,56,45,33,45,47,24,40,56,54,61,25,38,42,13,13,8,14,15,V
1875,57,2957,61,61,61,58,59,59,59,58,58,58,58,57,56,56,56,57,50,52,52,52,50,48,52,52,52,48,59,60,61,54,63,65,63,62,47,61,45,42,62,60,66,69,67,55,82,67,75,53,62,61,60,71,41,36,34,7,11,6,14,6,V
1876,57,2958,50,50,50,55,53,53,53,55,55,55,55,56,52,52,52,56,48,46,46,46,48,47,43,43,43,47,54,43,49,58,49,63,58,40,57,56,68,64,69,52,73,40,56,46,43,33,40,25,52,55,39,58,38,48,43,15,6,6,7,11,V
1877,57,2959,53,53,53,55,56,56,56,55,58,58,58,56,57,57,57,56,52,55,55,55,52,52,52,52,52,52,37,54,46,61,33,60,33,39,65,64,58,60,56,50,64,46,61,47,52,31,59,48,58,64,57,42,52,50,56,14,8,9,13,6,V
1878,57,2961,49,49,49,55,54,54,54,55,56,56,56,57,55,55,55,57,53,52,52,52,53,52,48,48,48,52,47,36,37,63,39,61,44,39,60,61,73,75,60,56,77,50,51,55,56,36,56,44,42,55,50,58,44,43,45,16,15,14,8,8,V
1879,57,2962,52,52,52,54,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,54,53,52,52,52,53,52,40,47,60,53,56,50,46,58,56,60,68,55,52,71,61,50,60,57,50,60,40,50,58,46,58,49,58,53,8,6,12,11,9,V
1880,57,2963,51,51,51,53,54,54,54,53,56,56,56,56,57,57,57,56,50,50,50,50,50,48,45,45,45,48,50,36,45,68,44,52,47,41,65,59,59,60,45,51,52,55,53,67,69,34,40,27,56,64,53,67,34,41,47,6,9,14,9,6,V
1881,57,2965,49,49,49,55,53,53,53,55,52,52,52,56,47,47,47,56,46,40,40,40,46,44,33,33,33,44,54,46,32,52,37,57,38,42,47,58,88,75,69,52,74,53,46,60,34,37,34,23,42,45,41,42,34,23,26,10,13,12,10,12,V
