Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
62,56,56,56,61,59,59,59,61,61,61,61,61,57,57,57,61,50,48,48,48,50,48,40,40,40,48,50,55,38,66,52,68,61,63,60,63,76,73,82,51,76,56,55,69,47,40,40,26,56,55,40,62,34,36,35,6,14,10,8,7,V
62,56,56,56,57,58,58,58,57,59,59,59,58,61,61,61,58,60,62,62,62,60,60,61,61,61,60,40,47,45,63,42,54,44,43,59,60,66,69,66,65,67,60,74,75,71,54,63,67,56,61,41,59,58,60,58,8,10,6,13,9,V
62,59,59,59,61,60,60,60,61,59,59,59,61,58,58,58,61,59,57,57,57,59,58,56,56,56,58,56,59,51,62,46,63,56,63,60,60,80,76,73,55,81,59,69,68,65,58,60,58,55,49,50,56,54,53,48,12,7,14,7,7,V
62,48,48,48,55,51,51,51,55,52,52,52,57,53,53,53,57,61,56,56,56,61,60,56,56,56,60,61,29,45,54,35,62,54,36,50,58,77,76,73,45,67,52,68,86,60,43,56,56,42,49,44,55,59,58,59,12,8,10,13,11,V
62,57,57,57,61,60,60,60,61,61,61,61,61,58,58,58,61,56,54,54,54,56,54,51,51,51,54,51,54,49,61,53,68,60,46,56,66,73,67,70,59,72,56,69,58,50,50,52,49,53,60,58,58,42,52,49,10,14,15,11,8,V
62,53,53,53,54,52,52,52,54,53,53,53,55,56,56,56,55,61,60,60,60,61,61,61,61,61,61,59,45,59,53,55,55,34,38,60,56,63,63,76,63,78,60,68,76,71,51,72,64,34,53,35,58,56,58,64,14,16,16,12,9,V
62,56,56,56,57,57,57,57,57,59,59,59,58,60,60,60,58,59,62,62,62,59,59,62,62,62,59,60,47,55,68,32,59,39,45,66,61,49,56,61,60,66,65,62,45,71,48,62,65,55,61,48,54,64,61,62,10,9,9,7,5,V
62,56,56,56,59,59,59,59,59,60,60,60,60,60,60,60,60,61,62,62,62,61,61,63,63,63,61,49,48,54,58,39,63,55,59,52,62,58,67,66,65,64,43,58,76,79,49,69,63,61,65,47,61,59,65,60,11,15,15,15,13,V
62,55,55,55,61,59,59,59,61,61,61,61,62,61,61,61,62,62,61,61,61,62,61,58,58,58,61,59,48,33,65,45,64,50,49,60,69,74,78,70,55,68,59,65,62,67,61,54,50,46,61,48,61,63,66,63,5,10,14,15,8,V
62,49,49,49,51,50,50,50,51,52,52,52,53,55,55,55,53,58,60,60,60,58,60,62,62,62,60,46,37,59,60,37,38,43,48,58,59,64,67,63,70,53,35,60,58,68,30,60,62,42,54,55,50,65,60,58,14,12,10,10,9,V
62,58,58,58,60,59,59,59,60,59,59,59,61,59,59,59,61,57,54,54,54,57,55,49,49,49,55,57,60,43,65,55,64,60,65,58,62,67,70,69,60,68,64,62,79,62,63,48,48,49,48,53,46,34,49,47,8,8,16,9,13,V
62,62,62,62,61,61,61,61,61,59,59,59,61,54,54,54,61,47,45,45,45,47,45,42,42,42,45,53,57,61,57,59,63,53,52,52,62,77,79,58,58,51,61,63,71,82,55,59,24,59,54,46,55,22,22,21,7,12,16,16,13,V
62,57,57,57,61,59,59,59,61,60,60,60,60,55,55,55,60,48,47,47,47,48,45,42,42,42,45,65,59,40,60,58,63,55,55,56,61,66,63,65,55,69,56,64,51,58,55,50,29,59,60,44,56,50,31,21,15,15,11,12,14,V
62,57,57,57,62,60,60,60,62,60,60,60,61,54,54,54,61,44,39,39,39,44,40,31,31,31,40,62,55,42,63,58,68,50,48,55,65,74,73,68,38,65,64,48,52,43,61,46,22,59,56,51,57,10,15,22,8,12,10,12,11,V
62,59,59,59,62,60,60,60,62,59,59,59,61,53,53,53,61,52,47,47,47,52,50,47,47,47,50,56,54,47,56,57,70,45,47,45,60,85,81,77,52,86,66,57,59,68,46,45,25,58,53,57,57,53,45,34,10,11,7,10,12,V
62,57,57,57,58,58,58,58,58,60,60,60,59,60,60,60,59,56,57,57,57,56,55,54,54,54,55,40,51,58,68,38,63,52,61,67,62,69,66,72,49,66,57,64,75,63,58,61,49,55,56,55,54,41,53,55,15,16,11,10,12,V
62,58,58,58,60,59,59,59,60,61,61,61,61,59,59,59,61,54,53,53,53,54,53,49,49,49,53,57,54,55,63,49,60,58,60,62,62,69,72,76,54,61,59,64,66,57,57,44,41,57,62,59,62,35,49,47,9,6,7,8,10,V
62,56,56,56,61,60,60,60,61,61,61,61,61,56,56,56,61,50,47,47,47,50,47,42,42,42,47,48,54,39,64,51,68,51,48,56,70,79,73,83,39,87,53,73,61,51,54,38,31,57,53,49,50,35,38,35,15,6,12,10,7,V
62,60,60,60,59,59,59,59,59,59,59,59,60,61,61,61,60,61,61,61,61,61,60,61,61,61,60,51,57,63,63,44,62,53,61,61,61,60,64,64,55,52,64,63,83,73,58,71,57,58,57,35,55,57,58,62,11,15,14,13,8,V
62,58,58,58,60,60,60,60,60,61,61,61,59,60,60,60,59,56,57,57,57,56,55,54,54,54,55,47,58,45,67,50,63,55,52,68,65,63,64,64,60,61,59,50,47,62,56,44,44,54,57,52,62,52,60,59,14,10,13,6,9,V
62,54,54,54,59,57,57,57,59,58,58,58,60,58,58,58,60,59,57,57,57,59,58,55,55,55,58,63,47,50,56,34,66,39,38,54,58,67,68,58,60,73,46,60,73,57,54,59,51,56,58,40,42,53,61,52,7,14,6,13,10,V
62,54,54,54,60,59,59,59,60,61,61,61,59,57,57,57,59,49,48,48,48,49,47,43,43,43,47,58,50,37,63,56,62,64,58,59,63,73,62,79,55,70,60,55,35,53,54,42,38,50,70,43,61,24,42,44,14,11,12,7,8,V
62,53,53,53,60,58,58,58,60,59,59,59,61,55,55,55,61,51,47,47,47,51,49,41,41,41,49,58,43,38,60,44,66,40,34,53,63,77,75,77,56,81,54,57,63,40,47,38,23,57,58,50,64,59,30,33,14,10,13,14,13,V
62,58,58,58,60,60,60,60,60,60,60,60,61,61,61,61,61,62,62,62,62,62,62,61,61,61,62,54,37,60,66,52,60,47,47,62,64,74,72,70,66,70,69,68,63,53,55,67,57,59,55,56,45,59,65,60,14,9,7,13,10,V
62,47,47,47,53,50,50,50,53,50,50,50,55,50,50,50,55,60,55,55,55,60,60,56,56,56,60,52,27,45,49,30,55,32,30,42,60,82,84,66,56,72,34,64,76,50,30,51,58,47,42,32,51,61,58,58,14,13,8,9,13,V
62,60,60,60,61,61,61,61,61,61,61,61,60,55,55,55,60,47,44,44,44,47,45,39,39,39,45,57,61,55,62,59,59,46,44,54,58,70,77,67,57,77,63,59,56,51,61,33,32,62,62,63,57,45,18,16,15,14,16,9,13,V
62,55,55,55,60,57,57,57,60,57,57,57,60,52,52,52,60,49,45,45,45,49,46,40,40,40,46,62,54,35,57,37,58,55,38,49,60,81,81,94,51,82,52,71,75,62,34,56,23,58,50,45,46,40,28,20,8,9,6,9,8,V
62,56,56,56,60,59,59,59,60,59,59,59,60,53,53,53,60,48,44,44,44,48,44,39,39,39,44,60,52,36,55,56,61,61,57,50,61,74,76,77,60,81,57,88,65,59,49,55,26,58,61,55,59,35,17,23,12,14,9,13,11,V
62,52,52,52,59,57,57,57,59,59,59,59,61,58,58,58,61,55,53,53,53,55,53,45,45,45,53,59,47,38,62,43,65,42,32,59,62,71,67,70,52,76,48,34,62,40,38,35,58,59,61,64,57,48,42,38,10,7,14,6,6,V
62,57,57,57,60,58,58,58,60,60,60,60,61,58,58,58,61,56,54,54,54,56,54,49,49,49,54,62,54,49,63,53,64,56,38,62,65,69,68,63,50,73,66,39,71,61,57,36,43,45,61,51,51,55,43,45,12,10,8,8,9,V
62,53,53,53,60,57,57,57,60,58,58,58,61,57,57,57,61,60,55,55,55,60,58,53,53,53,58,69,46,44,58,44,66,56,50,51,64,69,72,66,55,68,45,45,61,52,42,44,56,54,61,45,54,49,60,53,10,12,8,14,10,V
62,52,52,52,56,56,56,56,56,59,59,59,58,60,60,60,58,57,59,59,59,57,55,54,54,54,55,55,40,45,74,42,57,48,44,65,63,52,56,63,53,56,59,53,68,58,45,59,50,52,62,45,54,60,50,51,13,12,9,14,10,V
62,56,56,56,58,59,59,59,58,60,60,60,59,61,61,61,59,58,60,60,60,58,58,59,59,59,58,43,35,57,66,43,63,47,42,64,65,68,65,64,59,73,65,66,68,64,56,60,52,57,59,54,55,58,60,56,8,11,16,15,12,V
62,52,52,52,57,56,56,56,57,59,59,59,59,60,60,60,59,62,62,62,62,62,62,58,58,58,62,46,33,47,64,62,61,40,42,61,59,75,69,77,67,78,50,64,71,42,46,58,70,53,58,45,62,54,63,61,8,6,12,6,8,V
62,59,59,59,63,61,61,61,63,60,60,60,61,51,51,51,61,45,39,39,39,45,43,34,34,34,43,55,63,45,55,52,68,56,28,38,68,85,77,83,54,72,55,51,55,49,46,42,19,55,53,58,60,18,24,22,15,11,16,8,13,V
62,57,57,57,59,60,60,60,59,61,61,61,60,60,60,60,60,57,58,58,58,57,55,54,54,54,55,43,54,39,67,38,63,54,29,64,63,69,64,65,61,70,63,61,69,55,56,62,39,57,58,41,58,64,55,52,10,6,14,8,6,V
62,59,59,59,59,59,59,59,59,60,60,60,60,61,61,61,60,59,59,59,59,59,57,56,56,56,57,64,55,56,62,54,57,59,62,61,60,58,54,64,57,70,67,71,82,71,69,60,52,59,64,51,49,54,53,51,14,14,8,15,14,V
62,53,53,53,59,57,57,57,59,58,58,58,60,54,54,54,60,48,43,43,43,48,45,36,36,36,45,59,38,36,58,50,65,67,63,56,67,79,72,75,53,79,62,51,57,48,40,35,21,54,57,55,49,21,30,36,9,15,8,10,9,V
62,60,60,60,61,61,61,61,61,61,61,61,62,60,60,60,62,60,59,59,59,60,59,58,58,58,59,57,58,61,66,49,61,54,40,61,66,76,74,69,49,64,60,63,70,74,54,55,51,54,62,46,62,52,59,55,14,8,12,14,16,V
62,59,59,59,62,60,60,60,62,61,61,61,61,60,60,60,61,61,59,59,59,61,60,57,57,57,60,63,58,49,58,62,60,68,67,57,61,70,67,79,62,82,61,69,68,55,64,56,63,60,61,62,62,60,55,53,9,11,11,6,13,V
62,54,54,54,54,56,56,56,54,57,57,57,55,59,59,59,55,56,61,61,61,56,56,60,60,60,56,36,38,54,62,33,56,34,39,64,55,62,58,60,60,58,63,46,60,74,57,68,61,59,61,44,52,61,61,54,14,12,15,13,6,V
62,55,55,55,60,57,57,57,60,58,58,58,60,52,52,52,60,48,44,44,44,48,45,40,40,40,45,65,49,44,60,49,67,68,65,56,61,76,77,73,43,71,54,69,56,63,44,45,24,54,53,50,49,38,25,24,6,10,6,5,12,V
62,52,52,52,52,52,52,52,52,54,54,54,53,57,57,57,53,57,61,61,61,57,58,62,62,62,58,38,44,58,65,37,54,39,34,53,58,51,53,64,56,72,47,75,69,71,49,75,61,45,54,37,51,59,61,63,13,13,7,6,7,V
62,55,55,55,61,58,58,58,61,58,58,58,61,54,54,54,61,54,49,49,49,54,53,46,46,46,53,55,53,50,61,32,62,53,33,55,61,91,91,73,49,75,44,59,64,43,45,58,30,49,53,42,49,36,43,49,14,11,10,12,11,V
62,57,57,57,56,57,57,57,56,58,58,58,57,59,59,59,57,59,61,61,61,59,59,61,61,61,59,44,38,69,67,39,58,43,42,66,59,62,62,62,71,66,62,73,67,57,60,76,46,56,46,54,44,60,64,60,7,13,9,13,13,V
62,56,56,56,56,57,57,57,56,58,58,58,58,59,59,59,58,60,61,61,61,60,60,61,61,61,60,49,41,60,65,43,62,47,40,60,58,60,68,60,55,61,61,62,67,72,51,60,58,57,58,52,43,59,64,61,5,15,11,13,15,V
62,56,56,56,61,59,59,59,61,60,60,60,61,55,55,55,61,51,48,48,48,51,48,43,43,43,48,55,57,39,62,52,72,59,48,64,69,76,74,78,51,76,61,58,45,64,43,42,29,40,56,52,60,35,32,48,12,9,6,14,13,V
61,57,57,57,58,59,59,59,58,60,60,60,59,59,59,59,59,53,54,54,54,53,52,50,50,50,52,46,50,53,63,57,60,59,44,60,63,70,64,63,52,63,58,63,64,63,53,45,50,62,62,38,63,40,48,37,9,7,10,14,8,V
61,52,52,52,54,54,54,54,54,57,57,57,55,58,58,58,55,56,60,60,60,56,56,59,59,59,56,51,44,55,69,42,56,41,42,65,60,61,44,52,62,70,57,65,37,53,50,63,56,40,62,47,60,59,63,61,10,14,6,14,6,V
61,57,57,57,60,60,60,60,60,61,61,61,61,60,60,60,61,57,56,56,56,57,56,51,51,51,56,49,50,47,71,55,64,52,51,62,61,71,68,64,63,63,56,57,68,54,43,55,43,59,58,56,63,48,45,58,8,14,6,9,12,V
61,51,51,51,55,54,54,54,55,56,56,56,57,58,58,58,57,59,59,59,59,59,58,57,57,57,58,45,44,44,64,35,58,32,34,63,62,66,67,76,48,77,47,63,73,53,48,54,55,48,51,38,50,64,62,58,8,9,6,9,14,V
61,61,61,61,59,61,61,61,59,61,61,61,58,59,59,59,58,52,53,53,53,52,52,51,51,51,52,38,65,63,68,45,53,41,36,59,64,66,66,66,63,75,60,68,56,58,59,43,42,59,56,65,59,32,54,46,12,12,12,12,7,V
61,57,57,57,60,60,60,60,60,60,60,60,60,57,57,57,60,52,50,50,50,52,50,45,45,45,50,58,54,44,69,51,60,58,60,60,59,67,68,58,55,72,68,55,60,50,53,49,28,60,59,62,62,50,37,40,5,14,9,7,11,V
61,57,57,57,61,59,59,59,61,60,60,60,62,60,60,60,62,62,61,61,61,62,61,60,60,60,61,54,38,52,63,38,60,43,46,59,60,86,87,79,63,77,57,79,86,80,53,77,52,56,60,53,62,63,52,48,11,10,13,12,11,V
61,54,54,54,57,56,56,56,57,58,58,58,59,59,59,59,59,60,60,60,60,60,60,59,59,59,60,55,44,63,69,41,62,43,39,66,64,67,64,62,59,66,58,61,59,60,37,63,54,39,57,48,49,53,59,63,14,7,9,7,12,V
61,51,51,51,53,52,52,52,53,54,54,54,55,57,57,57,55,58,59,59,59,58,58,57,57,57,58,48,41,54,67,45,53,41,44,62,49,60,62,57,58,71,46,52,76,64,42,60,56,51,55,42,57,60,57,56,6,8,14,7,6,V
61,60,60,60,56,58,58,58,56,56,56,56,55,51,51,51,55,43,43,43,43,43,42,42,42,42,42,36,65,65,50,48,58,42,31,42,60,63,62,68,59,69,59,75,68,66,58,62,25,55,52,64,56,24,25,27,13,8,11,10,6,V
61,46,46,46,49,46,46,46,49,47,47,47,51,49,49,49,51,59,56,56,56,59,59,57,57,57,59,61,34,57,62,31,38,48,36,49,49,70,72,70,48,74,48,71,71,54,33,53,61,37,39,45,48,56,61,56,7,8,12,10,7,V
61,58,58,58,63,62,62,62,63,63,63,63,64,59,59,59,64,53,50,50,50,53,50,43,43,43,50,58,58,41,64,43,66,56,42,61,67,74,75,68,60,81,55,53,67,55,48,45,33,60,60,48,64,35,39,32,7,9,13,6,14,V
61,61,61,61,61,61,61,61,61,60,60,60,60,56,56,56,60,48,46,46,46,48,46,42,42,42,46,58,60,60,57,49,57,46,45,59,59,70,61,59,65,67,59,62,49,61,59,29,38,70,63,70,49,40,26,22,7,7,14,13,13,V
61,52,52,52,59,55,55,55,59,57,57,57,60,57,57,57,60,60,57,57,57,60,60,55,55,55,60,63,44,45,64,31,61,68,65,59,58,78,73,82,52,78,41,73,67,58,50,48,57,54,49,38,51,53,59,57,11,14,13,7,7,V
61,54,54,54,59,58,58,58,59,59,59,59,61,57,57,57,61,54,51,51,51,54,51,45,45,45,51,62,50,40,65,52,65,51,52,60,67,60,64,58,61,63,55,55,66,53,49,42,29,48,56,54,60,50,33,47,12,11,10,6,7,V
61,56,56,56,60,58,58,58,60,58,58,58,59,52,52,52,59,49,44,44,44,49,46,40,40,40,46,61,59,39,59,41,61,59,42,42,60,76,72,75,52,81,54,53,61,56,52,49,24,54,57,52,61,45,27,27,8,12,15,8,9,V
61,54,54,54,56,57,57,57,56,58,58,58,58,60,60,60,58,60,62,62,62,60,60,61,61,61,60,44,35,53,68,44,63,45,45,65,64,66,69,61,60,71,62,68,58,62,41,63,59,52,53,50,60,61,64,60,12,5,6,12,8,V
61,55,55,55,57,57,57,57,57,59,59,59,58,59,59,59,58,57,58,58,58,57,57,55,55,55,57,50,49,55,68,36,58,41,54,63,61,61,67,66,55,56,62,59,61,61,55,55,53,45,61,56,51,45,57,58,6,6,13,14,12,V
61,56,56,56,60,59,59,59,60,60,60,60,60,59,59,59,60,57,55,55,55,57,56,50,50,50,56,52,55,47,65,61,65,54,56,61,69,68,60,67,53,78,50,41,60,32,53,44,54,60,50,66,52,45,53,59,16,11,12,13,12,V
61,54,54,54,61,59,59,59,61,59,59,59,60,52,52,52,60,44,39,39,39,44,40,28,28,28,40,60,55,23,57,61,64,59,45,55,66,82,81,74,42,70,58,65,49,28,51,32,27,57,55,41,53,18,18,12,14,11,13,8,6,V
61,57,57,57,59,58,58,58,59,59,59,59,59,58,58,58,59,56,55,55,55,56,55,52,52,52,55,56,51,55,66,44,60,57,56,62,61,70,70,56,56,69,64,59,56,54,52,64,48,50,60,60,55,34,51,58,15,6,13,11,12,V
61,59,59,59,59,59,59,59,59,57,57,57,59,52,52,52,59,46,43,43,43,46,43,38,38,38,43,58,60,44,63,49,66,45,39,51,60,68,65,50,58,55,66,40,46,65,40,32,21,60,45,60,51,35,26,27,11,14,13,6,13,V
61,55,55,55,59,57,57,57,59,58,58,58,59,53,53,53,59,49,46,46,46,49,47,42,42,42,47,57,47,43,61,57,64,61,41,55,62,71,73,69,56,66,53,63,53,56,35,31,23,58,54,53,45,58,31,26,5,13,5,15,15,V
61,60,60,60,60,59,59,59,60,58,58,58,60,54,54,54,60,50,48,48,48,50,48,44,44,44,48,60,62,42,61,49,59,60,36,50,60,69,74,63,56,64,63,37,62,73,57,64,30,63,46,50,45,33,37,32,6,8,15,10,8,V
61,52,52,52,56,56,56,56,56,58,58,58,58,60,60,60,58,58,60,60,60,58,58,58,58,58,58,46,32,56,68,38,62,42,46,65,63,64,63,57,60,60,51,56,61,65,43,62,55,50,59,48,41,46,59,66,14,14,9,12,8,V
61,52,52,52,60,58,58,58,60,57,57,57,59,50,50,50,59,45,37,37,37,45,42,30,30,30,42,57,42,33,49,41,65,52,43,42,64,86,87,84,47,86,54,41,51,30,46,31,21,59,57,53,48,17,25,22,7,8,9,6,10,V
61,55,55,55,59,59,59,59,59,60,60,60,60,60,60,60,60,56,55,55,55,56,54,48,48,48,54,58,45,47,65,53,58,56,54,61,64,63,63,58,59,66,59,63,67,34,55,57,47,60,63,57,58,50,44,44,6,8,13,5,10,V
61,53,53,53,60,58,58,58,60,59,59,59,59,53,53,53,59,46,42,42,42,46,43,36,36,36,43,57,57,38,56,37,67,48,39,56,66,70,71,72,44,86,45,59,52,38,46,34,21,57,55,46,45,36,28,29,7,14,11,10,15,V
61,55,55,55,58,58,58,58,58,60,60,60,58,58,58,58,58,51,51,51,51,51,50,46,46,46,50,47,45,52,70,52,61,54,50,67,63,65,67,58,55,78,62,59,51,47,57,40,27,50,58,56,59,44,43,48,10,11,5,8,9,V
61,54,54,54,55,56,56,56,55,57,57,57,58,60,60,60,58,58,61,61,61,58,58,58,58,58,58,45,49,53,68,49,54,61,59,67,64,71,62,45,50,61,50,77,75,64,50,65,55,50,53,39,63,58,59,51,12,7,8,11,15,V
61,57,57,57,61,59,59,59,61,59,59,59,60,52,52,52,60,47,42,42,42,47,43,37,37,37,43,58,54,41,62,41,64,43,34,41,67,75,74,75,55,68,65,63,60,61,54,43,21,50,50,51,53,24,23,20,14,11,8,10,13,V
61,63,63,63,60,60,60,60,60,57,57,57,60,55,55,55,60,56,54,54,54,56,56,53,53,53,56,47,65,63,63,63,70,67,45,57,62,67,77,68,66,61,63,47,71,67,65,40,42,52,21,70,59,55,51,42,16,12,10,13,15,V
61,55,55,55,60,58,58,58,60,59,59,59,59,54,54,54,59,46,41,41,41,46,43,34,34,34,43,58,59,45,58,56,65,57,49,51,62,72,60,84,58,90,59,66,64,33,57,38,23,48,55,56,46,21,24,23,5,13,7,6,14,V
61,56,56,56,58,57,57,57,58,58,58,58,59,55,55,55,59,52,50,50,50,52,51,48,48,48,51,54,52,50,61,43,64,37,30,60,63,69,69,68,51,75,54,61,67,65,44,45,18,56,49,48,51,47,51,50,10,12,13,9,7,V
61,59,59,59,62,60,60,60,62,59,59,59,60,50,50,50,60,46,40,40,40,46,44,37,37,37,44,50,62,48,52,55,65,52,38,39,62,84,84,88,58,77,58,56,59,44,52,49,20,58,48,61,50,22,30,26,10,10,7,11,12,V
61,58,58,58,57,58,58,58,57,59,59,59,57,59,59,59,57,52,56,56,56,52,50,51,51,51,50,37,58,46,64,49,56,48,40,65,58,53,69,70,59,69,61,52,73,69,59,54,51,58,59,42,60,65,43,22,14,13,8,9,12,V
61,52,52,52,54,55,55,55,54,56,56,56,56,59,59,59,56,61,63,63,63,61,61,62,62,62,61,38,34,47,62,30,55,33,38,56,58,67,61,57,65,62,54,62,73,66,36,65,69,58,60,40,53,56,71,62,9,13,7,8,10,V
61,53,53,53,57,57,57,57,57,60,60,60,57,59,59,59,57,54,56,56,56,54,54,53,53,53,54,44,44,48,67,47,60,55,61,65,64,55,65,65,58,69,55,58,48,47,56,59,45,49,65,61,58,55,52,57,9,7,11,14,13,V
61,61,61,61,62,62,62,62,62,62,62,62,62,60,60,60,62,52,52,52,52,52,50,47,47,47,50,54,56,50,66,59,62,53,43,63,66,67,70,60,58,76,77,65,61,62,62,49,43,61,62,46,55,46,34,28,7,6,12,12,16,V
61,51,51,51,58,56,56,56,58,59,59,59,60,60,60,60,60,61,60,60,60,61,60,58,58,58,60,63,29,46,64,31,61,49,36,61,64,72,70,70,58,66,52,60,65,69,50,53,59,50,62,43,50,55,62,56,15,12,7,13,15,V
61,58,58,58,58,58,58,58,58,59,59,59,58,59,59,59,58,58,59,59,59,58,57,58,58,58,57,61,53,57,66,59,61,51,42,56,58,56,42,70,63,62,57,44,61,68,61,62,62,63,54,46,45,54,59,48,15,9,6,8,13,V
61,58,58,58,60,60,60,60,60,59,59,59,59,56,56,56,59,53,51,51,51,53,52,48,48,48,52,48,56,49,56,47,67,41,36,56,58,74,76,61,56,65,61,56,55,52,64,60,48,60,54,46,48,32,43,51,12,7,12,9,7,V
61,57,57,57,61,58,58,58,61,57,57,57,59,50,50,50,59,47,41,41,41,47,45,39,39,39,45,58,55,44,54,50,66,48,40,48,54,92,91,89,41,87,60,69,58,64,59,40,23,55,49,48,59,23,31,32,6,9,5,12,12,V
61,52,52,52,58,55,55,55,58,56,56,56,60,53,53,53,60,52,47,47,47,52,49,41,41,41,49,63,45,33,60,39,54,42,38,61,57,86,78,80,52,89,47,69,69,53,32,32,21,58,54,48,47,48,38,33,13,14,6,11,12,V
61,56,56,56,60,59,59,59,60,59,59,59,60,57,57,57,60,53,52,52,52,53,52,48,48,48,52,58,56,47,62,44,55,57,57,56,60,70,75,68,59,71,51,59,59,53,43,59,47,62,62,42,53,38,40,40,10,10,13,11,9,V
61,56,56,56,58,58,58,58,58,59,59,59,59,59,59,59,59,55,55,55,55,55,54,53,53,53,54,51,52,55,63,48,62,53,54,60,64,64,64,62,56,59,55,62,62,62,56,54,48,50,59,50,52,42,53,49,5,13,14,12,6,V
61,55,55,55,57,56,56,56,57,57,57,57,59,59,59,59,59,62,61,61,61,62,62,59,59,59,62,53,46,50,66,47,53,51,55,62,62,73,69,66,61,84,62,80,80,60,51,57,60,50,50,52,61,57,60,62,13,12,12,13,16,V
61,59,59,59,60,60,60,60,60,60,60,60,61,59,59,59,61,58,59,59,59,58,57,56,56,56,57,51,55,45,63,49,63,47,47,61,64,67,74,73,59,58,62,52,67,72,47,65,55,61,53,51,57,59,51,47,12,14,11,7,13,V
60,51,51,51,55,55,55,55,55,58,58,58,57,58,58,58,57,50,52,52,52,50,49,46,46,46,49,47,40,49,70,53,60,53,52,65,64,54,61,67,51,69,56,52,50,47,35,45,34,44,67,62,64,32,49,50,10,11,9,14,11,V
60,54,54,54,60,59,59,59,60,58,58,58,58,50,50,50,58,45,39,39,39,45,42,34,34,34,42,54,58,31,56,43,69,45,36,39,62,77,72,74,49,78,57,70,46,39,54,37,15,53,53,42,51,34,25,29,15,8,15,11,8,V
60,52,52,52,53,53,53,53,53,55,55,55,55,57,57,57,55,55,58,58,58,55,55,57,57,57,55,39,30,51,66,43,57,35,39,62,63,68,60,65,54,70,61,68,72,78,35,73,39,48,51,47,47,51,59,56,13,13,11,13,13,V
60,57,57,57,59,59,59,59,59,60,60,60,59,58,58,58,59,55,55,55,55,55,55,51,51,51,55,44,52,41,62,48,60,47,49,60,63,74,77,70,53,77,60,57,60,58,54,45,48,58,58,46,60,42,56,54,14,11,16,10,8,V
60,50,50,50,54,53,53,53,54,55,55,55,56,57,57,57,56,58,58,58,58,58,58,57,57,57,58,52,35,49,61,34,58,36,34,58,60,63,64,55,56,67,44,60,61,59,42,55,58,52,56,45,39,57,60,58,14,12,7,14,12,V
60,50,50,50,57,56,56,56,57,58,58,58,59,55,55,55,59,46,44,44,44,46,42,34,34,34,42,54,38,34,64,39,60,59,65,52,55,63,72,78,68,91,47,59,66,47,41,43,36,55,63,49,48,19,17,13,9,16,7,16,16,V
60,54,54,54,56,56,56,56,56,57,57,57,58,58,58,58,58,58,58,58,58,58,57,57,57,57,57,44,36,46,61,43,60,59,45,59,61,79,75,71,51,74,66,81,69,66,50,67,56,49,59,36,45,53,59,52,13,14,9,7,13,V
60,54,54,54,56,57,57,57,56,59,59,59,57,58,58,58,57,51,54,54,54,51,49,50,50,50,49,44,52,57,65,35,68,42,41,61,67,56,55,66,60,66,62,55,54,62,40,58,48,32,64,54,62,42,42,34,9,11,6,6,7,V
60,46,46,46,50,50,50,50,50,52,52,52,53,55,55,55,53,56,58,58,58,56,56,57,57,57,56,45,28,47,61,29,57,32,33,58,59,53,54,53,57,78,48,42,58,68,32,54,59,39,58,37,45,57,59,57,13,7,13,6,12,V
60,59,59,59,60,58,58,58,60,57,57,57,59,51,51,51,59,49,44,44,44,49,47,42,42,42,47,61,64,54,51,49,57,44,50,42,63,82,71,74,47,70,54,61,64,68,59,49,35,61,49,57,56,24,32,31,11,8,5,12,7,V
60,55,55,55,58,57,57,57,58,57,57,57,59,55,55,55,59,55,52,52,52,55,55,50,50,50,55,60,40,59,60,45,59,46,48,58,58,76,71,77,60,81,60,56,59,43,42,52,40,58,53,59,50,37,53,55,13,6,12,5,10,V
60,53,53,53,57,56,56,56,57,58,58,58,59,58,58,58,59,56,56,56,56,56,54,51,51,51,54,59,42,38,65,42,60,57,52,62,64,62,64,66,52,71,64,55,70,64,47,55,44,53,60,57,62,52,49,43,10,14,12,9,10,V
60,47,47,47,51,50,50,50,51,53,53,53,53,55,55,55,53,57,59,59,59,57,57,58,58,58,57,41,29,48,59,33,53,42,42,60,64,65,63,65,55,66,50,58,60,65,36,60,57,35,57,39,48,63,57,58,8,10,12,12,10,V
60,50,50,50,54,53,53,53,54,55,55,55,56,56,56,56,56,60,58,58,58,60,60,55,55,55,60,44,39,47,59,39,52,39,42,53,58,72,64,81,52,92,57,83,89,33,45,58,58,50,55,46,51,56,63,62,15,12,6,11,15,V
60,61,61,61,59,60,60,60,59,59,59,59,59,58,58,58,59,58,58,58,58,58,58,60,60,60,58,55,59,73,60,48,61,42,42,49,60,56,56,63,62,39,57,80,75,74,62,74,49,63,56,61,54,49,57,58,37,32,36,27,30,V
